"LawaSiteID","Measurement","nMeasures","nFirstYear","nLastYear","numMonths","numQuarters","numYears","Observations","KWstat","pvalue","nObs","S","VarS","D","tau","Z","p","MKProbability","AnalysisNote","prop.censored","prop.unique","no.censorlevels","Median","Sen_VarS","AnnualSenSlope","Intercept","Lci","Uci","AnalysisNoteSS","Sen_Probability","Probabilitymax","Probabilitymin","Percent.annual.change","standard","ConfCat","period","frequency","Agency","SWQAltitude","SWQLanduse","Region","TrendScore","CouncilSiteID"
"arc-00025","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,-57,408.333333333333,105,-0.542857142857143,-2.7712812921102,0.00558361680637876,0.997208191596811,"ok",0,1,0,98.1,408.333333333333,-1.75223325062035,98.9177088502895,-2.62129428487222,-0.862928874784449,"WARNING: Sen slope influenced by censored values",0.99773398571034,0.99773398571034,0.99773398571034,-1.786170489929,NA,"Very likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-2,"8553"
"arc-00027","MCI",14,1,1,NA,NA,14,14,13,0.447811674319492,14,-35,333.666666666667,91,-0.384615384615385,-1.86132626493462,0.0626981162609826,0.968650941869509,"ok",0,1,0,122.6,333.666666666667,-0.662254148740013,122.907475140486,-1.70132713756936,-0.124149632412559,"WARNING: Sen slope influenced by censored values",0.974668852524897,0.974668852524897,0.974668852524897,-0.540174672708004,NA,"Very likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-2,"7213"
"arc-00028","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","Unstated",NA,"auckland",NA,"43601"
"arc-00030","MCI",11,0,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","Unstated",NA,"auckland",NA,"8569"
"arc-00031","MCI",12,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","Unstated",NA,"auckland",NA,"45371"
"arc-00033","MCI",8,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","lowland","rural","auckland",NA,"45505"
"arc-00036","MCI",7,0,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","lowland","urban","auckland",NA,"8019"
"arc-00037","MCI",9,0,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","Unstated",NA,"auckland",NA,"1043835"
"arc-00038","MCI",13,1,1,NA,NA,13,13,12,0.445679641364611,13,-6,268.666666666667,78,-0.0769230769230769,-0.305044438043282,0.760332307521876,0.619833846239062,"ok",0,1,0,113.2,268.666666666667,-0.259877260954786,113.31994335121,-1.42191793319252,1.34289665115701,"WARNING: Sen slope influenced by censored values",0.682586941690262,0.682586941690262,0.682586941690262,-0.229573552080199,NA,"Indeterminate",15,"yearly","ac","upland","forest","auckland",0,"7171"
"arc-00113","MCI",12,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","Unstated",NA,"auckland",NA,"6606"
"arc-00114","MCI",12,0,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","Unstated",NA,"auckland",NA,"8407"
"arc-00115","MCI",10,0,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","Unstated",NA,"auckland",NA,"6852"
"arc-00116","MCI",13,1,1,NA,NA,13,13,12,0.445679641364612,13,19,267.666666666667,78,0.243589743589744,1.10020942193048,0.271240886355585,0.135620443177792,"ok",0,0.923076923076923,0,81.1,267.666666666667,0.614963271088293,80.8161707979592,-0.588837186863598,1.66362274567125,"WARNING: Sen slope influenced by censored values",0.135620443177792,0.135620443177792,0.135620443177792,0.758277769529338,NA,"Likely improving",15,"yearly","ac","Unstated",NA,"auckland",1,"7722"
"arc-00124","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,-61,408.333333333333,105,-0.580952380952381,-2.96922995583236,0.00298547089126881,0.998507264554366,"ok",0,1,0,73.2,408.333333333333,-2.38020058708415,74.3107602739726,-3.42590512131728,-1.85520619454143,"WARNING: Sen slope influenced by censored values",0.998993893041008,0.998993893041008,0.998993893041008,-3.25164014628982,NA,"Very likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-2,"7899"
"arc-00125","MCI",9,0,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","Unstated",NA,"auckland",NA,"6862"
"arc-00126","MCI",14,1,1,NA,NA,14,14,13,0.447811674319492,14,-14,332.666666666667,91,-0.153846153846154,-0.712752433923679,0.475998964131563,0.762000517934219,"ok",0,0.928571428571429,0,110.75,332.666666666667,-0.59711393360161,111.027231469172,-1.55790384005389,0.756112213371844,"WARNING: Sen slope influenced by censored values",0.794577253360712,0.794577253360712,0.794577253360712,-0.539154793319738,NA,"Likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-1,"6850"
"arc-00128","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,-9,408.333333333333,105,-0.0857142857142857,-0.395897327444315,0.692180772721877,0.653909613639062,"ok",0,1,0,127.3,408.333333333333,-0.199129796603063,127.392927238415,-0.815051516520695,0.5759062260441,"WARNING: Sen slope influenced by censored values",0.69302806862573,0.69302806862573,0.69302806862573,-0.156425606129665,NA,"Indeterminate",15,"yearly","ac","Unstated",NA,"auckland",0,"44460"
"arc-00131","MCI",10,0,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","Unstated",NA,"auckland",NA,"7407"
"arc-00132","MCI",14,1,1,NA,NA,14,14,13,0.447811674319492,14,-45,333.666666666667,91,-0.494505494505495,-2.40877516638598,0.0160061551531633,0.991996922423418,"ok",0,1,0,130.05,333.666666666667,-1.3149,130.660489285714,-1.78096791375167,-0.289927797241364,"WARNING: Sen slope influenced by censored values",0.993533019291421,0.993533019291421,0.993533019291421,-1.01107266435986,NA,"Very likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-2,"45605"
"arc-00134","MCI",14,1,1,NA,NA,14,14,13,0.447811674319492,14,-25,333.666666666667,91,-0.274725274725275,-1.31387736348326,0.188887477539538,0.905556261230231,"ok",0,1,0,104.85,333.666666666667,-0.759480164158686,105.202615790502,-1.62078706408619,0.27794632798717,"WARNING: Sen slope influenced by censored values",0.920807617033183,0.920807617033183,0.920807617033183,-0.724349226665414,NA,"Very likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-2,"7315"
"arc-00135","MCI",14,1,1,NA,NA,14,14,13,0.447811674319492,14,-64,332.666666666667,91,-0.703296703296703,-3.45410794901475,0.000552116327879466,0.99972394183606,"ok",0,0.928571428571429,0,101.15,332.666666666667,-2.30663097199341,102.220935808426,-2.91003607167403,-1.61185010659598,"WARNING: Sen slope influenced by censored values",0.999817211394506,0.999817211394506,0.999817211394506,-2.2804062995486,NA,"Very likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-2,"7314"
"arc-00138","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,-31,408.333333333333,105,-0.295238095238095,-1.48461497791618,0.137645845518265,0.931177077240868,"ok",0,1,0,133.5,408.333333333333,-0.590435563538392,133.775536596318,-1.50527450912006,0.0704775208432596,"WARNING: Sen slope influenced by censored values",0.941472405978822,0.941472405978822,0.941472405978822,-0.442273830365836,NA,"Very likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-2,"8609"
"arc-00139","MCI",13,1,1,NA,NA,13,13,12,0.445679641364611,13,-26,268.666666666667,78,-0.333333333333333,-1.52522219021641,0.127203687631099,0.93639815618445,"ok",0,1,0,117.1,268.666666666667,-1.20792637198638,117.657504479378,-2.3203665780775,0.00860170516238493,"WARNING: Sen slope influenced by censored values",0.949369051671931,0.949369051671931,0.949369051671931,-1.03153404951868,NA,"Very likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-2,"7172"
"arc-00141","MCI",12,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","ac","Unstated",NA,"auckland",NA,"1043828"
"arc-00146","MCI",13,1,1,NA,NA,13,13,12,0.445679641364611,13,-36,268.666666666667,78,-0.461538461538462,-2.13531106630297,0.0327356095883208,0.98363219520584,"ok",0,1,0,117.3,268.666666666667,-0.776771947086624,117.658510129425,-1.45177148116101,-0.374895468363522,"WARNING: Sen slope influenced by censored values",0.986528998995548,0.986528998995548,0.986528998995548,-0.662209673560635,NA,"Very likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-2,"7526"
"arc-00148","MCI",15,1,1,NA,NA,15,15,14,0.449711055848699,15,-50,407.333333333333,105,-0.476190476190476,-2.42784582539381,0.0151887984983137,0.992405600750843,"ok",0,0.933333333333333,0,125.1,407.333333333333,-0.802747252747254,125.474615384615,-1.32386493731388,-0.332478386065707,"WARNING: Sen slope influenced by censored values",0.994246967868518,0.994246967868518,0.994246967868518,-0.641684454634096,NA,"Very likely degrading",15,"yearly","ac","Unstated",NA,"auckland",-2,"44470"
"ebop-00011","MCI",12,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"MK283728"
"ebop-00016","MCI",12,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"GN922883"
"ebop-00045","MCI",12,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed",NA,NA,NA,NA,NA,NA
"ebop-00048","MCI",12,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed",NA,NA,NA,NA,NA,NA
"ebop-00049","MCI",9,1,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed",NA,NA,NA,NA,NA,NA
"ebop-00053","MCI",12,1,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed",NA,NA,NA,NA,NA,NA
"ebop-00079","MCI",12,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","forest","bay of plenty",NA,"FK019522"
"ebop-00106","MCI",12,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","urban","bay of plenty",NA,"FO166207"
"ebop-00107","MCI",13,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"GO496071"
"ebop-00108","MCI",13,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","forest","bay of plenty",NA,"FO000114"
"ebop-00109","MCI",12,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"FO123493"
"ebop-00110","MCI",12,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","forest","bay of plenty",NA,"EN560731"
"ebop-00111","MCI",13,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"IN486083"
"ebop-00112","MCI",13,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"IM914232"
"ebop-00113","MCI",13,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"GN342605"
"ebop-00114","MCI",12,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"GN068189"
"ebop-00115","MCI",12,1,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","forest","bay of plenty",NA,"HK702919"
"ebop-00116","MCI",13,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","forest","bay of plenty",NA,"GL803445"
"ebop-00117","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","forest","bay of plenty",NA,"EJ459985"
"ebop-00118","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","forest","bay of plenty",NA,"EK206408"
"ebop-00119","MCI",12,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","rural","bay of plenty",NA,"FK336093"
"ebop-00122","MCI",3,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","rural","bay of plenty",NA,"FI646606"
"ebop-00123","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","forest","bay of plenty",NA,"JI046597"
"ebop-00124","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","forest","bay of plenty",NA,"GI416335"
"ebop-00125","MCI",10,1,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","rural","bay of plenty",NA,"JI362407"
"ebop-00126","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","forest","bay of plenty",NA,"IK094269"
"ebop-00127","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","forest","bay of plenty",NA,"IK074505"
"ebop-00128","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","forest","bay of plenty",NA,"HK221324"
"ebop-00129","MCI",11,0,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","urban","bay of plenty",NA,"LM085075"
"ebop-00130","MCI",13,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","forest","bay of plenty",NA,"LL146987"
"ebop-00131","MCI",12,1,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","urban","bay of plenty",NA,"KM983036"
"ebop-00132","MCI",11,1,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","forest","bay of plenty",NA,"KL246784"
"ebop-00133","MCI",12,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"JM074476"
"ebop-00134","MCI",13,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"IM796551"
"ebop-00135","MCI",13,1,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"IN023010"
"ebop-00136","MCI",6,1,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"HM958955"
"ebop-00137","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","forest","bay of plenty",NA,"HM600703"
"ebop-00138","MCI",12,1,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"GN947182"
"ebop-00140","MCI",5,1,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","lowland","rural","bay of plenty",NA,"GN561803"
"ebop-00141","MCI",12,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","rural","bay of plenty",NA,"DK804886"
"ebop-00142","MCI",13,1,1,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","rural","bay of plenty",NA,"EL187015"
"ebop-00144","MCI",11,1,1,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"unassessed","boprc","upland","rural","bay of plenty",NA,"FJ355541"
