"CouncilSiteID","SiteID","LawaSiteID","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Lat","Long","accessDate","Landcover","Altitude","Order","StreamOrder"
"45415","kaukapakapa @ taylors rd","arc-00035",2003453,"auckland","arc","lowland","rural",-36.6305980747211,174.518986395919,"23-Jun-2020","P",66,"5","5"
"45505","makarau @ rail bridge","arc-00033",2002945,"auckland","arc","lowland","rural",-36.5566003309383,174.520676593504,"23-Jun-2020","P",31,"5","4"
"45703","hoteo river @ gubbs","nrwqn-00002",2001653,"auckland","arc","lowland","rural",-36.3843999998662,174.509890000504,"23-Jun-2020","P",49.5,"5","5"
"6604","matakana ltb","arc-00008",2001381,"auckland","arc","lowland","rural",-36.3450174080717,174.711828900139,"23-Jun-2020","P",39,"4","1"
"6804","mahurangi river ws","arc-00006",2001738,"auckland","arc","lowland","rural",-36.3995100000981,174.660039999807,"23-Jun-2020","P",77,"5","4&1"
"6811","mahurangi river fhq","arc-00005",2002015,"auckland","arc","upland","exotic",-36.4484700004014,174.648799999662,"23-Jun-2020","EF",144,"3","3"
"7104","waiwera stream","arc-00026",2002902,"auckland","arc","lowland","rural",-36.5509800002913,174.660499999938,"23-Jun-2020","P",100,"4","1&4"
"7171","nukumea upper","arc-00038",2003052,"auckland","arc","upland","reference",-36.5711630781172,174.66982770771,"23-Jun-2020","S",84.25,"1","1&2"
"7206","west hoe","arc-00095",2003137,"auckland","arc","upland","native",-36.5786026116897,174.657581801958,"23-Jun-2020","S",84,"1","2"
"7206","west hoe ltb","arc-00027",2003137,"auckland","arc","upland","native",-36.5786026116897,174.657581801958,"23-Jun-2020","S",84,"1","2"
"74401","onetangi @ waiheke rd","arc-00039",2005178,"auckland","arc","upland","rural",-36.7916799996744,175.087370000038,"23-Jun-2020","IF",80,"1","1"
"74701","cascades @ whakanewha","arc-00040",2005391,"auckland","arc","upland","rural",-36.5785202997045,174.6576180003,"23-Jun-2020","IF",138,"1","1"
"7502","okura creek@awanohi road","arc-00133",2003966,"auckland","arc","lowland","reference",-36.6696044220034,174.714807838948,"23-Jun-2020","IF",77,"1","2&1"
"7506","vaughan lower","arc-00024",2004122,"auckland","arc","lowland","rural",-36.6843809245859,174.739454858364,"23-Jun-2020","P",33.5,"2","1&2"
"7805","rangitopuni @ walkers","nrwqn-00001",2004588,"auckland","arc","lowland","rural",-36.7370200003061,174.619389999615,"23-Jun-2020","P",19,"1","5"
"7811","oteha","arc-00074",2004535,"auckland","arc","upland","urban",-36.7319383405032,174.694780269022,"23-Jun-2020","U",27.5,"3","3&2"
"7811","oteha stream","arc-00074",2004535,"auckland","arc","upland","urban",-36.7319383405032,174.694780269022,"23-Jun-2020","U",27.5,"3","3&2"
"7830","lucas creek","arc-00004",2004500,"auckland","arc","lowland","urban",-36.7230799998745,174.696200000487,"23-Jun-2020","U",68.5,"3","3"
"7904","opanuku stream","arc-00013",2005960,"auckland","arc","lowland","rural",-36.894914600398,174.594663650363,"23-Jun-2020","IF",44,"4","3"
"8019","avondale @ shadbolt","arc-00036",2006297,"auckland","arc","lowland","urban",-36.9232796028548,174.69177897747,"23-Jun-2020","U",34,"2","3"
"8110","oakley ltb","arc-00010",2005765,"auckland","arc","lowland","urban",-36.8761606721293,174.704774371726,"23-Jun-2020","U",30,"3","3"
"8205","otara ck kennel hill","arc-00016",2006642,"auckland","arc","lowland","urban",-36.9557021247356,174.890620893947,"23-Jun-2020","P",19,"3","3"
"8214","otara ck east tamaki","arc-00015",2006681,"auckland","arc","lowland","urban",-36.9622799997372,174.879980000169,"23-Jun-2020","U",12,"3","3"
"8215","pakuranga ck greenmt","arc-00019",2006372,"auckland","arc","lowland","urban",-36.9333699999196,174.902940000534,"23-Jun-2020","U",30.6666666666667,"2","2&1"
"8217","pakuranga ck botany","arc-00018",2006226,"auckland","arc","lowland","urban",-36.9132399996139,174.916080000186,"23-Jun-2020","U",42,"3","3"
"8219","otaki creek","arc-00014",2006774,"auckland","arc","lowland","urban",-36.9665900004076,174.845649999983,"23-Jun-2020","U",9,"2","2&1"
"8249","omaru @ maybury st","arc-00034",2005837,"auckland","arc","lowland","urban",-36.8805199996514,174.862999999614,"23-Jun-2020","U",15,"2","2"
"8516","wairoa","arc-00090",2007481,"auckland","arc","lowland","native",-37.0133496793293,175.053186127794,"23-Jun-2020","P",27.5,"5","2&5"
"8516","wairoa river","arc-00090",2007481,"auckland","arc","lowland","native",-37.0133496793293,175.053186127794,"23-Jun-2020","P",27.5,"5","2&5"
"8569","wairoa @ caitchen rd trib","arc-00030",2008323,"auckland","arc","upland","reference",-37.0924583719574,175.101432631445,"23-Jun-2020","IF",221,"2","2"
"AK1","Hoteo at Gubbs (NRWQN) (AK1)","nrwqn-00002",2001655,"auckland","niwa","Lowland","Rural",-36.3852729797363,174.516967773438,"2019-07-11","P",39,"5","5"
"AK2","Rangitopuni at Walkers (NRWQN) (AK2)","arc-00082",2004645,"auckland","niwa",NA,NA,-36.7442817687988,174.617904663086,"2019-07-11","P",27,"5","5"
"Akatarawa River at Hutt Confluence","akatarawa river at hutt confluence","gw-00025",9009342,"wellington","gwrc","lowland","forest",-41.08952998,175.09766097,"23-Jun-2020","IF",97,"5","5"
"Aparima River at Dunrobin","aparima river at dunrobin","es-00004",15034889,"southland","es","upland","native",-45.737409990996,168.1203806593,"23-Jun-2020","IF",311.5,"5","1&5"
"Aparima River at Thornbury","aparima river at thornbury","es-00072",15057386,"southland","es","lowland","rural",-46.2859273277536,168.082923403251,"23-Jun-2020","P",16,"6","6"
"Arawhata Drain at Hokio Beach Road","arawhata drain at hokio beach road","hrc-00001",7046139,"horizons","hrc","lowland","rural",-40.6219,175.24728,"23-Jun-2020","P",19.9300003052,"4","4"
"Are Are Creek at Kaituna Tuamarina Track","are are creek at kaituna tuamarina track","mdc-00001",11017507,"marlborough","mdc","lowland","rural",-41.46644209,173.82486088,"23-Jun-2020","P",60,"3","1&4"
"Arnold Rv @ Blairs Rd No. 2 Br","arnold rv @ blairs rd no. 2 br","wcrc-00031",12020636,"west coast","wcrc","lowland","native",-42.48180414,171.37623219,"23-Jun-2020","T",41,"1","6"
"Arnold Rv @ Kotuku Fishing Access","arnold rv @ kotuku fishing access","wcrc-00032",12030196,"west coast","wcrc","lowland","native",-42.55666403,171.45947445,"23-Jun-2020","IF",92,"6","6"
"Aropaoanui River at Aropaoanui","39","hbrc-00024",8019520,"hawkes bay","hbrc","lowland","rural",-39.270118425078,176.978862008366,"23-Jun-2020","P",55,"5","5"
"AVON01","avon river at pages/seaview bridge","ccc-00012",45582,"canterbury","ecan","lowland","urban",-43.5109612586597,172.721312654641,"23-Jun-2020","U",0,"4","4"
"AVON02","avon river at bridge street","ccc-00013",46167,"canterbury","ecan","lowland","urban",-43.5269609130163,172.723800118103,"23-Jun-2020","U",0,"4","4"
"AVON03","avon river at dallington terrace/gayhurst road","ccc-00009",45769,"canterbury","ecan","lowland","urban",-43.5232541352865,172.672709377272,"23-Jun-2020","U",0.424641758204,"4","1"
"AVON04","avon river at manchester street","ccc-00007",46232,"canterbury","ecan","lowland","urban",-43.5297168443237,172.639621835872,"23-Jun-2020","U",0,"1","1"
"AVON05","wairarapa stream","ccc-00001",46010,"canterbury","ecan","lowland","urban",-43.5222119317298,172.607012899531,"23-Jun-2020","U",7,"3","4"
"AVON06","waimairi stream","ccc-00002",46105,"canterbury","ecan","lowland","urban",-43.5233902165382,172.606782674794,"23-Jun-2020","U",7,"3","4"
"AVON07","avon river at mona vale","ccc-00003",46105,"canterbury","ecan","lowland","urban",-43.5245285539517,172.608036996872,"23-Jun-2020","U",7,"4","4"
"AVON08","riccarton main drain","ccc-00005",46403,"canterbury","ecan","lowland","urban",-43.53364735907,172.616452586676,"23-Jun-2020","U",5,"2","4"
"AVON09","addington brook","ccc-00006",46643,"canterbury","ecan","lowland","urban",-43.5355540897489,172.621488125689,"23-Jun-2020","U",5,"4","4"
"AVON10","dudley creek","ccc-00008",45694,"canterbury","ecan","lowland","urban",-43.5147495497519,172.660548678238,"23-Jun-2020","U",0,"2","2"
"AVON11","horseshoe lake discharge","ccc-00010",45487,"canterbury","ecan","lowland","urban",-43.5045155077624,172.682479186561,"23-Jun-2020","U",2,"4","4"
"AVON12","avon river at carlton mill corner","ccc-00004",46032,"canterbury","ecan","lowland","urban",-43.5226691608001,172.625402289893,"23-Jun-2020","U",5,"4","4"
"AVON13","avon river at avondale road bridge","ccc-00011",45364,"canterbury","ecan","lowland","urban",-43.502162275476,172.687560852363,"23-Jun-2020","U",2,"1","4"
"Awanui Stream at Flume","48","hbrc-00090",8026385,"hawkes bay","hbrc","lowland","rural",-39.6908403197993,176.798436491851,"23-Jun-2020","P",9.75,"5","1&5&2"
"Awapuni Drain Site 6 U/S Of Rayonier at Fenceline","awapuni drain site 6","lawa-102234",5013321,"gisborne","gdc","lowland","rural",-38.69545828,177.94182729,"23-Jun-2020","P",3,"1","1"
"Awatere River at Awapiri","awatere river at awapiri","mdc-00003",11028051,"marlborough","mdc","upland","rural",-41.83477611,173.73081669,"23-Jun-2020","T",459,"6","6&1"
"Awatere River at River Mouth","awatere river at river mouth","mdc-00002",11021862,"marlborough","mdc","lowland","rural",-41.60808432,174.15146174,"23-Jun-2020","T",22,"6","6"
"Awatere River at SH35 Bridge","awatere river at sh35 bridge","gdc-00002",5000717,"gisborne","gdc","lowland","rural",-37.67457224,178.34813828,"23-Jun-2020","EF",62.5,"5","5&1"
"Awhea River at Tora Rd","awhea river at tora rd","gw-00053",9017635,"wellington","gwrc","lowland","rural",-41.4945283,175.515193,"23-Jun-2020","P",131,"5","5&1"
"AX1","Clutha at Luggate Br. (NRWQN) (AX1)","nrwqn-00032",14014867,"otago","niwa","Upland","Rural",-44.7292785644531,169.280044555664,"2019-07-11","T",347,"7","1"
"AX2","Kawarau at Chard Rd (NRWQN) (AX2)","nrwqn-00030",14027411,"otago","niwa",NA,NA,-45.0063629150391,168.868743896484,"2019-07-11","P",405,"1","7"
"AX3","Shotover at Bowens Peak (NRWQN) (AX3)","nrwqn-00031",14026862,"otago","niwa","Upland","Rural",-44.9899711608887,168.714981079102,"2019-07-11","T",375,"6","6"
"AX4","Clutha at Millers Flat (NRWQN) (AX4)","nrwqn-00027",14055262,"otago","niwa","Lowland","Rural",-45.6647491455078,169.410064697266,"2019-07-11","T",60,"8","8"
"Baker Ck @ Baker Ck Rd","baker ck @ baker ck rd","wcrc-00027",12003098,"west coast","wcrc","lowland","native",-41.24401316,172.14600626,"23-Jun-2020","IF",48,"3","3"
"Baker Ck @ Oparara Rd","baker ck @ oparara rd","wcrc-00028",12003074,"west coast","wcrc","lowland","rural",-41.24605607,172.13011843,"23-Jun-2020","P",10,"3","2"
"Berry Ck @ N Brch Wanganui Flat Rd","berry ck @ n brch wanganui flat rd","wcrc-00021",12039314,"west coast","wcrc","lowland","rural",-43.0840546,170.56915426,"23-Jun-2020","P",32,"2","2"
"Black Birch Stream at Awatere Intake","black birch stream at awatere intake","mdc-00004",11024343,"marlborough","mdc","upland","native",-41.70749614,173.88026864,"23-Jun-2020","S",423.75,"4","4&1"
"Blackwater Ck @ Farm 846","blackwater ck @ farm 846","wcrc-00030",12003748,"west coast","wcrc","lowland","rural",-41.30719863,172.09717193,"23-Jun-2020","P",17,"1","1"
"Bog Burn d/s Hundred Line Road","bog burn d/s hundred line road","es-00048",15048787,"southland","es","lowland","rural",-46.0623949587389,168.234734679969,"23-Jun-2020","P",85,"4","4"
"BQ708712","te rereatukahia at sh2","ebop-00027",4000415,"bay of plenty","boprc","lowland","rural",-37.5770915770481,175.911188609567,"23-Jun-2020","P",21,"4","4"
"BQ711622","te mania at sh2","ebop-00026",4000427,"bay of plenty","boprc","lowland","rural",-37.5851497196765,175.911808371647,"23-Jun-2020","P",14,"3","3&1"
"BQ723939","uretara at henry rd ford","ebop-00052",4000415,"bay of plenty","boprc","lowland","rural",-37.5565881128289,175.912099144522,"23-Jun-2020","P",21,"4","4"
"BQ739463","waitekohe at sh2","ebop-00040",4000461,"bay of plenty","boprc","lowland","forest",-37.5993647067078,175.915601617197,"23-Jun-2020","IF",212,"3","3"
"BQ966369","aongatete at sh2","ebop-00001",4000490,"bay of plenty","boprc","lowland","rural",-37.6073828302249,175.941409491124,"23-Jun-2020","P",16,"4","4&1"
"BR809582","tuapiro at hikurangi rd","ebop-00028",4000162,"bay of plenty","boprc","lowland","rural",-37.4984489368448,175.919507525151,"23-Jun-2020","P",16,"4","2"
"Bradshaws Ck @ Bradshaw Rd","bradshaws ck @ bradshaw rd","wcrc-00016",12010385,"west coast","wcrc","lowland","rural",-41.76023604,171.54501704,"23-Jun-2020","P",31,"3","4"
"Branch River at Weir Intake","branch river at weir intake","mdc-00005",11024066,"marlborough","mdc","upland","exotic",-41.70014713,173.18326957,"23-Jun-2020","S",383,"6","5"
"Brook at Burn Pl","brook at burn pl","ncc-00011",10011130,"nelson","ncc","lowland","exotic",-41.28921044,173.29170139,"23-Jun-2020","IF",80,"3","3&1"
"Brook at Manuka St","brook at manuka st","ncc-00010",10011130,"nelson","ncc","lowland","urban",-41.27825433,173.28918088,"23-Jun-2020","IF",80,"3","3&1"
"Brook at Motor Camp","brook at motor camp","ncc-00012",10011130,"nelson","ncc","lowland","native",-41.31154835,173.29221908,"23-Jun-2020","IF",80,"3","3&1"
"BS961133","waiau at waiau rd ford","ebop-00030",4000069,"bay of plenty","boprc","lowland","rural",-37.4484483244256,175.934796941143,"23-Jun-2020","P",18,"3","4"
"Burkes Ck @ SH69","burkes ck @ sh69","wcrc-00005",12019493,"west coast","wcrc","upland","rural",-42.08800417,171.84740747,"23-Jun-2020","P",207,"3","3"
"Cardrona at Mt Barker","cardrona river at mt barker","orc-00103",14015751,"otago","orc","upland","rural",-44.75005579,169.11690806,"23-Jun-2020","T",445,"5","5&2"
"Carran Creek at Waituna Lagoon Road","carran creek at waituna lagoon road","es-00057",15061958,"southland","es","lowland","rural",-46.5427930869726,168.651157054852,"23-Jun-2020","P",5,"4","4"
"Cascade Stream at Pourakino Valley Road","cascade stream at pourakino valley road","es-00006",15056487,"southland","es","lowland","native",-46.249498924569,167.935858078261,"23-Jun-2020","IF",34,"4","4"
"Catlins at Houipapa","catlins river at houipapa","orc-00105",14072850,"otago","orc","lowland","rural",-46.46115241,169.55050121,"23-Jun-2020","P",23,"4","4"
"CH1","Hurunui at Mandamus (NRWQN) (CH1)","ecan-00240",13020391,"canterbury","niwa",NA,NA,-42.7904052734375,172.541549682617,"2019-07-11","IF",340,"6","7"
"CH2","Hurunui at SH1 Br. (NRWQN) (CH2)","nrwqn-00059",13023994,"canterbury","niwa",NA,NA,-42.8984451293945,173.096618652344,"2019-07-11","P",215,"2","7"
"CH3","Waimakariri at Gorge (NRWQN) (CH3)","nrwqn-00055",13040481,"canterbury","niwa","Upland","Rural",-43.3590126037598,172.051177978516,"2019-07-11","T",319,"7","7"
"CH4","Waimakariri above old HW Br. (NRWQN) (CH4)","ecan-10028",13042296,"canterbury","niwa",NA,NA,-43.4172859191895,172.641754150391,"2019-07-11","P",6,"1","7"
"Clive River U/S Whakatu Rail Bridge","1925","hbrc-00003",8025012,"hawkes bay","hbrc","lowland","rural",-39.5990526056829,176.877875548744,"23-Jun-2020","P",10,"5","5"
"CO543022","ngamuwahine at old bridge","ebop-00009",4002930,"bay of plenty","boprc","lowland","forest",-37.816784458299,176.015399445936,"23-Jun-2020","IF",177.5,"4","5&4"
"CO938527","wairoa d/s ruahihi power station","ebop-00036",4002072,"bay of plenty","boprc","lowland","native",-37.7701834581922,176.058395583913,"23-Jun-2020","IF",44,"6","6"
"Collins at SH6","collins at sh6","ncc-00038",10008409,"nelson","ncc","lowland","exotic",-41.15972008,173.53368155,"23-Jun-2020","EF",213,"3","3&1"
"CP466747","waipapa at old highway","ebop-00035",4000795,"bay of plenty","boprc","lowland","rural",-37.6617415079616,176.000395344288,"23-Jun-2020","P",36.5,"3","4&1"
"Cromel Stream at Selbie Road","cromel stream at selbie road","es-00012",15027427,"southland","es","upland","native",-45.5813773655988,168.37384442081,"23-Jun-2020","IF",323,"4","4"
"Crooked Rv @ Rotomanu-Bell Hill Rd","crooked rv @ rotomanu-bell hill rd","wcrc-00033",12031538,"west coast","wcrc","lowland","native",-42.63002914,171.59664514,"23-Jun-2020","IF",120.333333333333,"4","1&5"
"Crooked Rv @ Te Kinga","crooked rv @ te kinga","wcrc-00039",12031043,"west coast","wcrc","lowland","native",-42.60115919,171.49737356,"23-Jun-2020","IF",83,"5","2"
"Crookston Burn at Kelso Road","crookston burn at kelso road","orc-00096",14062956,"otago","orc","upland","rural",-45.89854092,169.23515025,"23-Jun-2020","P",182.25,"5","5&1"
"Cullen Creek at Road Bridge","cullen creek at road bridge","mdc-00006",11011611,"marlborough","mdc","lowland","exotic",-41.29465472,173.85758011,"23-Jun-2020","IF",23,"3","3"
"Dart at The Hillocks","dart river at the hillocks","orc-00107",14017708,"otago","orc","upland","native",-44.77397608,168.32442871,"23-Jun-2020","B",404.6,"6","5&3&6"
"Deep Ck @ Arnold Vly Rd Br","deep ck @ arnold vly rd br","wcrc-00001",12029932,"west coast","wcrc","lowland","rural",-42.5525352,171.45514239,"23-Jun-2020","P",120,"4","4"
"Dencker at Kokorua Rd","dencker at kokorua rd","ncc-00039",10007963,"nelson","ncc","lowland","exotic",-41.14096842,173.53693741,"23-Jun-2020","IF",143.666666666667,"3","3&1"
"Dipton Stream at South Hillend-Dipton Road","dipton stream at south hillend-dipton road","es-00163",15046191,"southland","es","lowland","rural",-45.9827622824049,168.312332032032,"23-Jun-2020","B",843.5,"2","2"
"DN1","Taieri at Tiroiti (NRWQN) (DN1)","nrwqn-00029",14038229,"otago","niwa","Upland","Rural",-45.2565460205078,170.272842407227,"2019-07-11","P",347,"6","6"
"DN10","Monowai below Gates (NRWQN) (DN10)","nrwqn-00034",15038868,"southland","niwa",NA,NA,-45.8050117492676,167.534240722656,"2019-07-11","T",204,"1","1&5"
"DN2","Sutton at SH87 (NRWQN) (DN2)","nrwqn-00028",14052240,"otago","niwa",NA,NA,-45.5962066650391,170.094131469727,"2019-07-11","P",250,"4","5"
"DN3","Taieri at Outram (NRWQN) (DN3)","nrwqn-00026",14060642,"otago","niwa","Lowland","Rural",-45.8464393615723,170.243927001953,"2019-07-11","P",27,"1","6"
"DN4","Clutha at Balclutha (NRWQN) (DN4)","nrwqn-00025",14070075,"otago","niwa","Lowland","Rural",-46.2372817993164,169.747955322266,"2019-07-11","U",27,"2","2"
"DN5","Mataura at Seaward Down (NRWQN) (DN5)","es-00102",15059298,"southland","niwa",NA,NA,-46.3895072937012,168.797119140625,"2019-07-11","P",91,"7","7"
"DN6","Mataura at Parawa (NRWQN) (DN6)","es-00024",15025929,"southland","niwa","Upland","Rural",-45.5582504272461,168.561233520508,"2019-07-11","P",429.333333333333,"5","5&1"
"DN7","Oreti at Lumsden (NRWQN) (DN7)","es-00011",15033324,"southland","niwa","Upland","Rural",-45.7162437438965,168.428131103516,"2019-07-11","P",213,"6","7"
"DN8","Oreti at Riverton HW Br. (NRWQN) (DN8)","es-00010",15057908,"southland","niwa",NA,NA,-46.3262634277344,168.265930175781,"2019-07-11","P",9,"6","1&7"
"DN9","Waiau at Tuatapere (NRWQN) (DN9)","es-00001",15052505,"southland","niwa","Lowland","Rural",-46.1302833557129,167.685806274414,"2019-07-11","IF",22,"7","7"
"DO047598","omanawa at sh29","ebop-00013",4002044,"bay of plenty","boprc","lowland","forest",-37.7545342603477,176.070120033999,"23-Jun-2020","IF",29,"4","1"
"DO686858","waimapu 100m d/s sh29","ebop-00033",4001685,"bay of plenty","boprc","lowland","rural",-37.7381884351537,176.141918776596,"23-Jun-2020","P",20.6666666666667,"4","4&1"
"DO712717","waimapu at pukemapu rd","ebop-00032",4001763,"bay of plenty","boprc","lowland","rural",-37.7507801226566,176.14544731734,"23-Jun-2020","P",41,"4","3"
"Doctors Creek Upstream Taylor","doctors creek upstream taylor","mdc-00008",11018976,"marlborough","mdc","lowland","rural",-41.51472761,173.94246076,"23-Jun-2020","P",6,"5","5"
"DP281304","wairoa at sh2","ebop-00037",4001207,"bay of plenty","boprc","lowland","forest",-37.6992169435331,176.094403671783,"23-Jun-2020","IF",19,"6","2"
"DP784306","kopurererua at sh2","ebop-00006",4001195,"bay of plenty","boprc","lowland","urban",-37.6975746328178,176.151257931251,"23-Jun-2020","P",19,"3","4"
"Duck Ck @ Kokatahi-Kowhitirangi Rd Br","duck ck @ kokatahi-kowhitirangi rd br","wcrc-00013",12035323,"west coast","wcrc","lowland","rural",-42.83256048,171.03231518,"23-Jun-2020","P",26,"3","3&1"
"Duncan Stream at Outlet","duncan stream at outlet","mdc-00007",11011381,"marlborough","mdc","lowland","rural",-41.28193721,173.90219322,"23-Jun-2020","P",257,"3","3"
"Dunsdale Stream at Dunsdale Reserve","dunsdale stream at dunsdale reserve","es-00016",15051163,"southland","es","lowland","native",-46.1347057505432,168.601870071154,"23-Jun-2020","IF",161,"4","1&4"
"Dunstan Creek at Beattie Road","dunstan creek at beattie road","orc-00012",14022310,"otago","orc","upland","rural",-44.93943275,169.76486579,"23-Jun-2020","T",437,"5","5"
