"CouncilSiteID","SiteID","LawaSiteID","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Catchment","Lat","Long","accessDate","Landcover","Altitude","Order","StreamOrder","AltitudeCl"
"7407","motutapu","arc-00131",2004929,"auckland","ac","Unstated",NA,"motutapu island",-36.7687672968808,174.925455569243,"14-Aug-2020","Rural",55,"2","2","Lowland"
"45605","mt auckland","arc-00132",2002096,"auckland","ac","Unstated",NA,"omaumau river",-36.4576840422337,174.460291306415,"14-Aug-2020","Forest",130,"1","1&2","Lowland"
"7315","okura trib 2","arc-00134",2004074,"auckland","ac","Unstated",NA,"okura creek",-36.6842760278705,174.708732085917,"14-Aug-2020","Rural",31,"2","2&1","Lowland"
"7314","okura trib 1","arc-00135",2004039,"auckland","ac","Unstated",NA,"okura creek",-36.6821415106051,174.724240500296,"14-Aug-2020","Rural",52,"1","1","Lowland"
"8609","orere b","arc-00138",2007114,"auckland","ac","Unstated",NA,"orere river",-36.9924392470383,175.212774524875,"14-Aug-2020","Forest",201,"2","2","Upland"
"7172","otanerua","arc-00139",2003019,"auckland","ac","Unstated",NA,"otanerua stream",-36.5637353885856,174.67433854996,"14-Aug-2020","Forest",60,"1","1","Lowland"
"1043828","puhinui upper (hard)","arc-00141",2007284,"auckland","ac","Unstated",NA,"puhinui stream",-37.0011683693927,174.91117596724,"14-Aug-2020","Rural",100,"3","3","Lowland"
"7526","vaughan upper","arc-00146",2004154,"auckland","ac","Unstated",NA,"vaughans stream",-36.6895320333658,174.726778271552,"14-Aug-2020","Rural",42,"1","1","Lowland"
"44470","wekatahi","arc-00148",2006412,"auckland","ac","Unstated",NA,"wekatahi creek",-36.9429717471456,174.47714906939,"14-Aug-2020","Forest",196.5,"2","1","Upland"
"8023","avondale @ reserve","lawa-102236",2006388,"auckland","ac","Unstated",NA,"avondale stream",-36.9342024082176,174.666387006265,"14-Aug-2020","Urban",64.5,"1","1","Lowland"
"8022","avondale @ thuja pl","lawa-102238",2006340,"auckland","ac","Unstated",NA,"avondale",-36.9293968579647,174.678643586042,"14-Aug-2020","Urban",52,"2","2","Lowland"
"8019","avondale @ shadbolt","arc-00036",2006297,"auckland","ac","lowland","urban","avondale",-36.9232796028548,174.69177897747,"14-Aug-2020","Urban",34,"2","3","Lowland"
"45505","makarau @ rail bridge","arc-00033",2002945,"auckland","ac","lowland","rural","makarau river",-36.5566003309383,174.520676593504,"14-Aug-2020","Rural",31,"5","4","Lowland"
"108123","auckland domain @ lower domain","lawa-102723",2005624,"auckland","ac","lowland","urban","waiparuru stream",-36.5543995371126,174.550225463679,"14-Aug-2020","Urban",64,"1","3","Lowland"
"44030","anns creek @ hamlins hill","lawa-102722",2006359,"auckland","ac","lowland","urban","anns creek",-36.5527358021313,174.493730331329,"14-Aug-2020","Urban",11.593999958038,"1","1&2","Lowland"
"7548","castor @ braemar","lawa-102725",2004811,"auckland","ac","lowland","urban","castor bay",-36.452116325762,174.454013771431,"14-Aug-2020","Urban",43,"1","1","Lowland"
"6847","dyers creek @ bush","lawa-102726",2002163,"auckland","ac","lowland","rural","dyers creek south",-36.2735438597175,174.41070443013,"14-Aug-2020","Rural",44,"3","3","Lowland"
"10713","edgar @ maxwell av","lawa-102727",2005559,"auckland","ac","lowland","urban","edgars creek",-36.5127827101535,174.433792300902,"14-Aug-2020","Urban",10,"1","1","Lowland"
"6990","kaitoke creek @ hotsprings tk","lawa-102728",3000003,"auckland","ac","lowland","forest","kaitoke creek",-36.134601816445,175.252598582429,"14-Aug-2020","Rural",0,"1","1","Lowland"
"8026","la rosa reserve tr (south stream)","lawa-102731",2006368,"auckland","ac","lowland","urban","parahiku stream (avondale stream)",-36.5541285063134,174.403190424273,"14-Aug-2020","Urban",56,"2","2","Lowland"
"8106","meola ck @ motions rd","lawa-102732",2002590,"auckland council","ac","lowland","urban","meola creek",-36.5154054795847,174.430499103602,"14-Aug-2020","Rural",10,"1","1","Lowland"
"108144","oakley @ beagle road","lawa-102734",2005996,"auckland","ac","lowland","urban","oakley creek",-36.5034550856739,176.580350182093,"14-Aug-2020","Urban",59,"3","3","Lowland"
"8128","oakley @ richardson road","lawa-102735",2005996,"auckland","ac","lowland","urban","oakley creek",-36.5350649343927,174.431057874302,"14-Aug-2020","Urban",59,"3","3","Lowland"
"10812","oakley creek @ may road","lawa-102738",2005996,"auckland","ac","lowland","urban","oakley creek",-36.5412706348155,174.44139902433,"14-Aug-2020","Urban",59,"3","3","Lowland"
"43929","tararata creek @ elmdon street","lawa-102740",2006816,"auckland","ac","lowland","urban","tarata creek",-36.5734092560525,174.473603086499,"14-Aug-2020","Urban",7.5,"1","1","Lowland"
"6996","te muri @ fenceline","lawa-102741",2002592,"auckland","ac","lowland","rural","te-muri-o-tarariki stream",-36.3044876113982,174.42206671952,"14-Aug-2020","Rural",122,"1","1","Lowland"
"6995","te muri @ weir","lawa-102742",2002592,"auckland","ac","lowland","rural","te-muri-o-tarariki stream",-36.3047649105152,174.420436627198,"14-Aug-2020","Rural",122,"1","1","Lowland"
"8268","botany creek @ tangello place","lawa-102724",2005955,"auckland","ac","lowland","urban","pakuranga stream( pakuranga creek)",-36.5342729139629,174.533367046736,"14-Aug-2020","Urban",17.5,"2","1&2","Lowland"
"45416","kaukapakapa ref","lawa-102729",2003517,"auckland","ac","lowland","forest","kaukapakapa river",-36.3748482477669,174.273961789863,"14-Aug-2020","Forest",76,"1","1","Lowland"
"8027","la rosa reserve tl (north stream)","lawa-102730",2006360,"auckland","ac","lowland","urban","avondale stream",-36.5542896648757,174.402801334279,"14-Aug-2020","Urban",62.5,"1","1","Lowland"
"8176","newmarket stream @ ayr street","lawa-102733",2005687,"auckland council","ac","lowland","urban","new market gully",-36.5151302690798,174.469858110965,"14-Aug-2020","Urban",24,"3","3","Lowland"
"108127","oakley @ walmsley park","lawa-102736",2005996,"auckland","ac","lowland","urban","oakley creek",-36.5355510519576,174.433912445308,"14-Aug-2020","Urban",59,"3","3","Lowland"
"108126","oakley @ war memorial park","lawa-102737",2005996,"auckland council","ac","lowland","urban","oakley creek",-36.5408457413324,174.439655639053,"14-Aug-2020","Urban",59,"3","3","Lowland"
"6931","tryphena @ medlands rd","lawa-102743",3000005,"auckland","ac","lowland","rural","puriri bay",-36.1753721600925,175.291343400279,"14-Aug-2020","Rural",48,"1","1","Lowland"
"43822","whangamarie stream @ hunter rd","lawa-102744",2009395,"auckland","ac","lowland","rural","whangamarie stream",-37.1116129626056,174.519828678258,"14-Aug-2020","Rural",153,"2","3","Upland"
"BQ964696","aongatete at above pine ridge lane","ebop-00165",4000540,"bay of plenty","boprc","lowland","urban","waihi beach",-37.397742403468,175.933099221882,"14-Aug-2020","Forest",38.75,"4","4&1","Lowland"
"IM796551","awakaponga at manawahe rd","ebop-00134",4006018,"bay of plenty","boprc","lowland","rural","tarawera",-37.9288200408995,176.731258024931,"14-Aug-2020","Rural",176.7222671509,"2","1&3","Upland"
"JM074476","awakaponga at sh2","ebop-00133",4005938,"bay of plenty","boprc","lowland","rural","tarawera",-37.9345403211481,176.763178040202,"14-Aug-2020","Rural",-2.86356075606,"3","1&3","Lowland"
"IM920999","awatarariki at above sh2","ebop-00156",4004934,"bay of plenty","boprc","lowland","forest","tarawera",-37.888026888724,176.74326746494,"14-Aug-2020","Forest",54.3067474365,"3","3","Lowland"
"BQ589878","boyd east (quarry) 700m u/s boyd confluence","ebop-00168",4000379,"bay of plenty","boprc","lowland","rural","uretara",-37.5624881371204,175.897172616537,"14-Aug-2020","Rural",26,"2","3","Lowland"
"IK074505","buddles at fenton mill rd","ebop-00127",4012161,"bay of plenty","boprc","lowland","forest","tarawera",-38.1154061544531,176.658353653195,"14-Aug-2020","Forest",65,"4","4","Lowland"
"GD792833","flaxy creek at kaingaroa forest","ebop-00208",4026964,"bay of plenty","boprc","upland","forest","rangitaiki",-38.7200318538799,176.541585421987,"14-Aug-2020","Forest",715,"2","2","Upland"
"IH854541","haumea at haumea rd","ebop-00146",4020775,"bay of plenty","boprc","upland","rural","rangitaiki",-38.3791863492847,176.760910896845,"14-Aug-2020","Rural",161,"5","2","Upland"
"JH152875","hikurangi at grant rd","ebop-00145",4019998,"bay of plenty","boprc","upland","rural","rangitaiki",-38.3480691198663,176.793431007138,"14-Aug-2020","Rural",191,"3","3&2","Upland"
"GO496071","kaikokopu u/s waerenga rd","ebop-00107",4002617,"bay of plenty","boprc","lowland","rural","waihi estuary",-37.8000597774489,176.463552432463,"14-Aug-2020","Rural",8.5,"4","1&4","Lowland"
"HK221324","kaipara at tarawera falls rd","ebop-00128",4012778,"bay of plenty","boprc","lowland","forest","tarawera",-38.134647699604,176.562050498868,"14-Aug-2020","Forest",129,"3","3","Lowland"
"DO960965","kaitemako at welcome bay rd","ebop-00185",4001531,"bay of plenty","boprc","lowland","urban","kaitemako",-37.7277072351003,176.172602526316,"14-Aug-2020","Rural",28,"3","3","Lowland"
"FN483016","kaituna trib at maungarangi rd","lawa-100486",4004928,"bay of plenty","boprc","lowland","forest","kaituna",-37.8982906210395,176.353042969189,"14-Aug-2020","Forest",128.333333333333,"2","2&1","Lowland"
"JK670713","kakahotoa at omataroa forest","lawa-100488",4011431,"bay of plenty","boprc","upland","forest","rangitaiki",-38.0908762673173,176.839110890288,"14-Aug-2020","Forest",187.518936157,"3","1&2&3","Upland"
"IL616616","karaponga at mcivor rd","ebop-00160",4008127,"bay of plenty","boprc","lowland","rural","tarawera",-38.0135717093585,176.715004381314,"14-Aug-2020","Rural",198.7630500795,"3","1&3","Upland"
"FO123493","raparapahoe at te puke highway","ebop-00109",4002228,"bay of plenty","boprc","lowland","rural","kaituna",-37.7665584129772,176.306154584741,"14-Aug-2020","Rural",0.8853328749535,"4","4&1","Lowland"
"RO685757","kopua at sh35","lawa-100494",4001899,"bay of plenty","boprc","lowland","rural","waikawa coastal",-37.6943116628298,177.727012095527,"14-Aug-2020","Forest",281,"1","1","Upland"
"DO466896","kopurererua trib at sh29","ebop-00187",4001649,"bay of plenty","boprc","lowland","rural","kopurererua",-37.7354223292293,176.116831561852,"14-Aug-2020","Rural",71.5,"2","1","Lowland"
"KK231108","kotorenui at kotorenui rd","lawa-100501",4013595,"bay of plenty","boprc","lowland","forest","whakatane",-38.1432245471255,176.905843531758,"14-Aug-2020","Forest",121,"1","3","Lowland"
"ML366042","kutarere at sh2","ebop-00175",4010701,"bay of plenty","boprc","lowland","rural","kutarere area",-38.0508601006698,177.14404003165,"14-Aug-2020","Rural",131.5,"2","2&1","Lowland"
"GK027882","lake okataina trib at western okataina track","ebop-00121",4010857,"bay of plenty","boprc","upland","forest","kaituna",-38.0885064829066,176.423686697277,"14-Aug-2020","Forest",416,"1","2","Upland"
"FK336093","lake okareka trib at millar rd mci","ebop-00119",4013582,"bay of plenty","boprc","upland","rural","tarawera",-38.1617618808697,176.348314564689,"14-Aug-2020","Rural",399,"3","1&3","Upland"
"GL803445","lake rotoehu trib at sh30","ebop-00116",4008961,"bay of plenty","boprc","upland","forest","lake rotoehu",-38.035249871518,176.509603021759,"14-Aug-2020","Rural",335,"1","1","Upland"
"II633291","mangaharakeke u/s pokairoa confluence","ebop-00206",4019083,"bay of plenty","boprc","upland","forest","rangitaiki",-38.3125563010494,176.732149578353,"14-Aug-2020","Rural",302,"4","4","Upland"
"EK206408","mangakakahi at linton park","ebop-00118",4012441,"bay of plenty","boprc","upland","forest","kaituna",-38.1370046964046,176.218252360144,"14-Aug-2020","Rural",299,"3","2","Upland"
"GI416335","mangakino at rerewhakaaitu rd","ebop-00124",4018810,"bay of plenty","boprc","upland","forest","rangitaiki",-38.3163251437059,176.478876302146,"14-Aug-2020","Rural",470,"2","1&2","Upland"
"IG937633","mangamate at te urewera boundary","ebop-00147",4022556,"bay of plenty","boprc","upland","forest","rangitaiki",-38.4604898751668,176.774643534261,"14-Aug-2020","Forest",341,"3","3","Upland"
"IL607501","mangaone at mangaone rd","ebop-00149",4008644,"bay of plenty","boprc","lowland","rural","tarawera",-38.0239546026795,176.714549950172,"14-Aug-2020","Forest",64.99665260315,"3","1&3&2","Lowland"
"JI362407","mangapapa at galatea rd","ebop-00125",4018783,"bay of plenty","boprc","upland","rural","rangitaiki",-38.2994159156479,176.814851130063,"14-Aug-2020","Forest",298.6,"2","2&1","Upland"
"IK094269","mangato at tarawera forest","ebop-00126",4012847,"bay of plenty","boprc","lowland","forest","tarawera",-38.1365792386558,176.661704376604,"14-Aug-2020","Forest",77,"3","4","Lowland"
"GN342605","mangatoetoe at old coach rd","ebop-00113",4003752,"bay of plenty","boprc","lowland","rural","waihi estuary",-37.8425133172807,176.448123705699,"14-Aug-2020","Rural",58,"3","2","Lowland"
"CP652620","mangawhai at sh2","ebop-00193",4000893,"bay of plenty","boprc","lowland","rural","waipapa",-37.6726252747747,176.021963565124,"14-Aug-2020","Rural",24,"2","3","Lowland"
"LL586886","maraetotara at robert lane","ebop-00179",4007551,"bay of plenty","boprc","lowland","rural","maraetotara coastal",-37.9781336396612,177.051192381003,"14-Aug-2020","Rural",70.25,"3","1&3","Lowland"
"LL389822","maraetotara at burma rd","ebop-00201",4007888,"bay of plenty","boprc","lowland","forest","maraetotara coastal",-37.9846378633786,177.029176337338,"14-Aug-2020","Forest",83,"2","2","Lowland"
"IN486083","mimiha at mimiha rd","ebop-00111",4004883,"bay of plenty","boprc","lowland","rural","mimiha coastal",-37.8820930457752,176.693627929963,"14-Aug-2020","Rural",90.5,"3","3&2","Lowland"
"JK693267","moetahanga at above omataroa rd","lawa-100489",4013026,"bay of plenty","boprc","upland","forest","rangitaiki",-38.1309507361275,176.843835104465,"14-Aug-2020","Forest",283,"3","3","Upland"
"QM722911","motu at sh35","ebop-00211",4005253,"bay of plenty","boprc","lowland","forest","motu",-37.8644961372797,177.628459993343,"14-Aug-2020","Forest",60.5,"6","6&2","Lowland"
"RO893938","nahunahu at sh35","lawa-100495",4001627,"bay of plenty","boprc","lowland","rural","waikawa coastal",-37.6770612346519,177.749493641228,"14-Aug-2020","Forest",105,"3","3","Lowland"
"JL684448","ngakauroa at macdonald rd","ebop-00155",4008878,"bay of plenty","boprc","lowland","rural","rangitaiki",-38.024793435309,176.837203710986,"14-Aug-2020","Rural",-1.57670152187,"4","4","Lowland"
"CO436131","ngamuwahine at 217 ngamuwahine rd","ebop-00224",4002936,"bay of plenty","boprc","upland","forest","wairoa",-37.8073467609668,176.002875411371,"14-Aug-2020","Forest",244,"4","4","Upland"
"EL187015","ngongotaha at ngongotaha domain","ebop-00142",4010395,"bay of plenty","boprc","upland","rural","kaituna",-38.0824793891929,176.213681360004,"14-Aug-2020","Rural",369.25,"5","1&5","Upland"
"DK804886","ngongotaha at paradise valley rd mci","ebop-00141",4010809,"bay of plenty","boprc","upland","rural","kaituna",-38.0948052704845,176.170569818462,"14-Aug-2020","Rural",370,"5","5","Upland"
"DK798891","ngongotaha at upper paradise valley rd","ebop-00220",4010809,"bay of plenty","boprc","upland","rural","kaituna",-38.0948584871426,176.169933698962,"14-Aug-2020","Rural",370,"5","5","Upland"
"BQ450716","ngututuru at 240 rea rd","ebop-00169",4000405,"bay of plenty","boprc","lowland","rural","te rereatukahia",-37.5774034107214,175.881980099269,"14-Aug-2020","Rural",326,"2","1","Upland"
"MK283728","nukuhou at old quarry","ebop-00011",4011135,"bay of plenty","boprc","lowland","rural","nukuhou",-38.079460107068,177.136212187178,"14-Aug-2020","Rural",20,"4","4","Lowland"
"GM013930","oeuteheuheu at allport rd","ebop-00159",4005167,"bay of plenty","boprc","lowland","forest","waihi estuary",-37.9043607921215,176.413535340844,"14-Aug-2020","Rural",106,"2","3&1","Lowland"
"DM860383","ohaupara at pyes pa rd","ebop-00148",4006434,"bay of plenty","boprc","upland","forest","kaituna",-37.9604047698673,176.171115319963,"14-Aug-2020","Forest",431.5,"3","3&2","Upland"
"FO166207","ohineangaanga at whitehead ave","ebop-00106",4002382,"bay of plenty","boprc","lowland","urban","kaituna",-37.792181842676,176.312224551011,"14-Aug-2020","Rural",24.7032000224,"3","4&1","Lowland"
"LL529952","ohope trib at above ohope beach school","ebop-00203",4007422,"bay of plenty","boprc","lowland","forest","maraetotara coastal",-37.9724203812413,177.044471661417,"14-Aug-2020","Forest",117,"1","1","Lowland"
"CO982925","ohourere at crawford rd","ebop-00195",4001618,"bay of plenty","boprc","lowland","rural","wairoa",-37.7342505634673,176.061895943929,"14-Aug-2020","Rural",79,"3","4","Lowland"
"FI646606","okaro wetland at above inlet a","ebop-00122",4018156,"bay of plenty","boprc","upland","rural","okaro",-38.2945475978815,176.389873772331,"14-Aug-2020","Rural",436,"2","2","Upland"
"FM217609","onaia trib at blakely pacific","lawa-100487",4005683,"bay of plenty","boprc","upland","forest","kaituna",-37.9357875732324,176.324478153158,"14-Aug-2020","Forest",187,"2","4","Upland"
"KJ836663","opurana at tuhoe forest","lawa-100502",4014567,"bay of plenty","boprc","lowland","rural","whakatane",-38.1809031125789,176.976863005085,"14-Aug-2020","Forest",78.75,"2","6&2&1","Lowland"
"MK668495","oruamanganui at waiotahe valley rd","lawa-100498",4012220,"bay of plenty","boprc","lowland","forest","waiotahi",-38.0988733395737,177.181199496166,"14-Aug-2020","Forest",171,"3","3","Upland"
"FD662607","otangimoana at kaingaroa","lawa-100490",4027146,"bay of plenty","boprc","upland","forest","rangitaiki",-38.7441966084785,176.412859605252,"14-Aug-2020","Rural",620,"4","4&1","Upland"
"OK303607","otara at old east rd","ebop-00213",4011726,"bay of plenty","boprc","lowland","forest","otara",-38.0820238786735,177.366534136898,"14-Aug-2020","Forest",43,"5","5&1","Lowland"
"OL858216","oteakona at mihaere rd","lawa-100492",4010135,"bay of plenty","boprc","lowland","forest","waiaua",-38.0248806868714,177.426312700939,"14-Aug-2020","Forest",53,"2","3","Lowland"
"OL810173","oteakona trib at forestry rd","lawa-100493",4009810,"bay of plenty","boprc","lowland","rural","waiaua",-38.0289763041518,177.421117044503,"14-Aug-2020","Forest",55,"2","2","Lowland"
"EO010924","otumanga at waipunga park","ebop-00184",4001550,"bay of plenty","boprc","lowland","forest","welcome bay area",-37.7312538490663,176.178403388747,"14-Aug-2020","Urban",40,"2","2","Lowland"
"DP036592","oturu at borell rd","ebop-00186",4000905,"bay of plenty","boprc","lowland","rural","oturu",-37.6741044363331,176.065507694409,"14-Aug-2020","Rural",20,"3","3&1","Lowland"
"EO611496","owairoa at otawa","ebop-00199",4002262,"bay of plenty","boprc","lowland","forest","waitao area",-37.767912536761,176.248128178862,"14-Aug-2020","Forest",234.2253723145,"2","2&1","Upland"
"KK455031","owhakatoro at te manawa o tuhoe trust","lawa-100503",4013642,"bay of plenty","boprc","lowland","rural","whakatane",-38.1492430171045,176.93168166671,"14-Aug-2020","Forest",73.6666666666667,"4","4&1","Lowland"
"KJ764798","paekoau at tuhoe forest","lawa-100504",4014503,"bay of plenty","boprc","lowland","forest","whakatane",-38.1690537476177,176.967957514513,"14-Aug-2020","Forest",59,"3","3","Lowland"
"JI046597","pahekeheke at pokairoa rd","ebop-00123",4018298,"bay of plenty","boprc","upland","forest","rangitaiki",-38.2834549028045,176.77785576013,"14-Aug-2020","Forest",249.545454545455,"3","1&3","Upland"
"EN560731","raparapahoe at no 3 rd mci","ebop-00110",4003652,"bay of plenty","boprc","lowland","forest","kaituna",-37.8369034672928,176.2453491368,"14-Aug-2020","Forest",162,"3","2","Upland"
"IG109370","pekepeke at above kiorenui rd","ebop-00207",4023034,"bay of plenty","boprc","upland","forest","rangitaiki",-38.4871500669264,176.681176290706,"14-Aug-2020","Forest",277,"4","4&1","Upland"
"BN951669","piako at old kaimai rd","ebop-00197",4003788,"bay of plenty","boprc","upland","forest","wairoa",-37.8502611071653,175.949472127574,"14-Aug-2020","Forest",465,"2","2","Upland"
"IN023010","pikowai at pikowai rd","ebop-00135",4004837,"bay of plenty","boprc","lowland","rural","pikowai coastal",-37.8902533554933,176.641406111206,"14-Aug-2020","Rural",79,"3","1&3","Lowland"
"HM958955","pikowai trib at pikowai rd","ebop-00136",4005050,"bay of plenty","boprc","lowland","rural","pikowai coastal",-37.8954364237882,176.634317993186,"14-Aug-2020","Rural",80.3333333333333,"2","1&2","Lowland"
"FN962342","pokopoko at allport rd","ebop-00158",4004386,"bay of plenty","boprc","lowland","rural","waihi estuary",-37.8673874306044,176.406076551462,"14-Aug-2020","Rural",60.5,"3","3&2","Lowland"
"GN922883","pongakawa at sh2","ebop-00016",4003250,"bay of plenty","boprc","lowland","rural","pongakawa",-37.8155217087343,176.512698416166,"14-Aug-2020","Rural",17,"5","2","Lowland"
"GN947182","pongakawa trib at rotoehu rd","ebop-00138",4004412,"bay of plenty","boprc","lowland","rural","pongakawa",-37.8785011548187,176.518487005035,"14-Aug-2020","Forest",33,"4","4","Lowland"
"MK704278","ponuiahine at waiotahe valley rd","lawa-100499",4012902,"bay of plenty","boprc","lowland","forest","waiotahi",-38.118242835778,177.186375815501,"14-Aug-2020","Forest",78.5,"2","1&2","Lowland"
"GN561803","puanene at sh2","ebop-00140",4003552,"bay of plenty","boprc","lowland","rural","waihi estuary",-37.8239428509772,176.472108857223,"14-Aug-2020","Rural",43,"3","3","Lowland"
"EJ459985","puarenga at hemo gorge entrance","ebop-00117",4013676,"bay of plenty","boprc","upland","forest","kaituna",-38.1743441623186,176.248792249875,"14-Aug-2020","Rural",402,"4","4","Upland"
"IG296601","rangitaiki u/s murupara","ebop-00222",4022634,"bay of plenty","boprc","upland","forest","rangitaiki",-38.4657383202214,176.701442553696,"14-Aug-2020","Forest",195.5,"7","6&1","Upland"
"CO548000","rataroa trib at soldiers rd mci","ebop-00196",4003173,"bay of plenty","boprc","lowland","rural","wairoa",-37.8187660330483,176.016127536238,"14-Aug-2020","Rural",238,"2","1","Upland"
"SO988959","raukokore d/s sh35","ebop-00210",4001560,"bay of plenty","boprc","lowland","forest","raukokore",-37.6701786465712,177.873107700075,"14-Aug-2020","Forest",22,"5","6","Lowland"
"MK709674","ruakaka at waiotahe valley rd","lawa-100500",4011536,"bay of plenty","boprc","lowland","forest","waiotahi",-38.0825993236717,177.184943012154,"14-Aug-2020","Forest",58,"3","3","Lowland"
"IK438821","ruruanga at prideaux park","ebop-00150",4010870,"bay of plenty","boprc","lowland","forest","tarawera",-38.0856924845805,176.698437125447,"14-Aug-2020","Forest",40,"4","4","Lowland"
"IK358855","ruruanga at valley rd","ebop-00151",4010901,"bay of plenty","boprc","lowland","forest","tarawera",-38.0829595284438,176.689101868119,"14-Aug-2020","Forest",55.5,"4","4&2","Lowland"
"BR574116","tahawai at 164 lindemann rd","ebop-00161",4000295,"bay of plenty","boprc","lowland","rural","tahawai",-37.5410882817339,175.894589690661,"14-Aug-2020","Rural",32,"2","2","Lowland"
"OK643836","taipouri trib at above confluence","lawa-100497",4011013,"bay of plenty","boprc","upland","forest","otara",-38.0599797976791,177.404019450065,"14-Aug-2020","Forest",401,"1","1","Upland"
"GJ671810","tarawera at lake outlet campsite","ebop-00223",4014379,"bay of plenty","boprc","upland","forest","tarawera",-38.1827885289788,176.501646950726,"14-Aug-2020","Forest",531.5,"6","6","Upland"
