"LawaSiteID","CouncilSiteID","LFENZID","Agency","Region","LType","Measurement","nMeasures","frequency","period","TrendScore","ConfCat","AnalysisNote","AnalysisNoteSS","nFirstYear","nLastYear","numMonths","numQuarters","numYears","Observations","KWstat","pvalue","nObs","S","VarS","D","tau","Z","p","MKProbability","prop.censored","prop.unique","no.censorlevels","Median","Sen_VarS","AnnualSenSlope","Intercept","Lci","Uci","Sen_Probability","Probabilitymax","Probabilitymin","Percent.annual.change","standard"
"nrc-00090","100448",21926,"nrc","northland","Stratified","Secchi",53,"unassessed, nM=53(162); nQ=49(54); nY=14(13)",15,NA,NA,NA,NA,2,0,53,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00090","100448",21926,"nrc","northland","Stratified","CHLA",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00090","100448",21926,"nrc","northland","Stratified","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","TP",110,"quarterly",15,2,"Very likely improving","ok",1,12,0,108,55,14,55,1.2283901951531,0.746203531554527,55,-796,18965.3333333333,1485,-0.536026936026936,-5.77280501140152,7.79626430517194e-09,3.89813215040391e-09,0,0.854545454545454,0,50,18965.3333333333,-6.4013436541551,93.209069665547,-8.16986563413193,-4.77641502460741,3.57574703180319e-09,2.52647514020765e-09,5.04417807523083e-09,-12.8026873083102,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","NH4N",56,"unassessed, nM=54(162); nQ=26(54); nY=8(13)",15,NA,NA,NA,NA,0,0,54,26,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","TN",111,"quarterly",15,2,"Very likely improving","ok",1,12,0,109,55,14,55,5.40073270653096,0.144697936109469,55,-722,18954.6666666667,1485,-0.486195286195286,-5.23693506602502,1.63265100235191e-07,8.16325501640236e-08,0,0.763636363636364,0,515,18954.6666666667,-66.7283653846154,965.416466346154,-93.0327661975609,-40.0303987481969,7.544836144735e-08,3.98786429434139e-08,1.40886848409849e-07,-12.9569641523525,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","Secchi",90,"unassessed, nM=88(162); nQ=47(54); nY=14(13)",15,NA,NA,NA,NA,4,0,88,47,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","CHLA",105,"quarterly",15,2,"Very likely improving","ok",1,11,0,103,54,14,54,2.48091688168005,0.478749704055557,54,-729,17893,1431,-0.509433962264151,-5.44239173410027,5.25699114878761e-08,2.62849557675082e-08,0,0.740740740740741,0,5.4,17893,-1.37475237717908,14.5077344988114,-2.32930865235709,-0.767883334555246,2.4165559553424e-08,5.35774036247716e-09,1.01980998090667e-07,-25.4583773551682,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","TP",51,"unassessed, nM=51(162); nQ=51(54); nY=14(13)",15,NA,NA,NA,NA,2,0,51,51,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","NH4N",50,"unassessed, nM=50(162); nQ=50(54); nY=14(13)",15,NA,NA,NA,NA,1,0,50,50,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","TN",51,"unassessed, nM=51(162); nQ=51(54); nY=14(13)",15,NA,NA,NA,NA,2,0,51,51,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","Secchi",51,"unassessed, nM=51(162); nQ=51(54); nY=14(13)",15,NA,NA,NA,NA,2,0,51,51,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","CHLA",1,"unassessed, nM=1(162); nQ=1(54); nY=1(13)",15,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","TP",52,"unassessed, nM=52(162); nQ=52(54); nY=14(13)",15,NA,NA,NA,NA,1,0,52,52,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","NH4N",52,"unassessed, nM=52(162); nQ=52(54); nY=14(13)",15,NA,NA,NA,NA,1,0,52,52,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","TN",52,"unassessed, nM=52(162); nQ=52(54); nY=14(13)",15,NA,NA,NA,NA,1,0,52,52,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","Secchi",51,"unassessed, nM=51(162); nQ=51(54); nY=14(13)",15,NA,NA,NA,NA,1,0,51,51,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","CHLA",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","TP",52,"unassessed, nM=52(162); nQ=52(54); nY=14(13)",15,NA,NA,NA,NA,1,0,52,52,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","NH4N",52,"unassessed, nM=52(162); nQ=52(54); nY=14(13)",15,NA,NA,NA,NA,1,0,52,52,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","TN",52,"unassessed, nM=52(162); nQ=52(54); nY=14(13)",15,NA,NA,NA,NA,1,0,52,52,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","Secchi",51,"unassessed, nM=51(162); nQ=51(54); nY=14(13)",15,NA,NA,NA,NA,1,0,51,51,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","CHLA",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","ECOLI",2,"unassessed, nM=2(162); nQ=2(54); nY=1(13)",15,NA,NA,NA,NA,0,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","TP",52,"unassessed, nM=52(162); nQ=51(54); nY=14(13)",15,NA,NA,NA,NA,1,0,52,51,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","NH4N",52,"unassessed, nM=52(162); nQ=51(54); nY=14(13)",15,NA,NA,NA,NA,1,0,52,51,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","TN",52,"unassessed, nM=52(162); nQ=51(54); nY=14(13)",15,NA,NA,NA,NA,1,0,52,51,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","Secchi",50,"unassessed, nM=50(162); nQ=49(54); nY=14(13)",15,NA,NA,NA,NA,1,0,50,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","CHLA",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","TP",45,"unassessed, nM=45(162); nQ=45(54); nY=14(13)",15,NA,NA,NA,NA,1,0,45,45,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","NH4N",45,"unassessed, nM=45(162); nQ=45(54); nY=14(13)",15,NA,NA,NA,NA,1,0,45,45,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","TN",45,"unassessed, nM=45(162); nQ=45(54); nY=14(13)",15,NA,NA,NA,NA,1,0,45,45,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","Secchi",44,"unassessed, nM=44(162); nQ=44(54); nY=14(13)",15,NA,NA,NA,NA,1,0,44,44,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","CHLA",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","TP",49,"unassessed, nM=49(162); nQ=49(54); nY=14(13)",15,NA,NA,NA,NA,2,0,49,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","NH4N",48,"unassessed, nM=48(162); nQ=48(54); nY=14(13)",15,NA,NA,NA,NA,1,0,48,48,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","TN",49,"unassessed, nM=49(162); nQ=49(54); nY=14(13)",15,NA,NA,NA,NA,2,0,49,49,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","Secchi",48,"unassessed, nM=48(162); nQ=48(54); nY=14(13)",15,NA,NA,NA,NA,2,0,48,48,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","CHLA",1,"unassessed, nM=1(162); nQ=1(54); nY=1(13)",15,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","TP",41,"unassessed, nM=41(162); nQ=41(54); nY=14(13)",15,NA,NA,NA,NA,2,0,41,41,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","NH4N",40,"unassessed, nM=40(162); nQ=40(54); nY=14(13)",15,NA,NA,NA,NA,1,0,40,40,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","TN",41,"unassessed, nM=41(162); nQ=41(54); nY=14(13)",15,NA,NA,NA,NA,2,0,41,41,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","Secchi",41,"unassessed, nM=41(162); nQ=41(54); nY=14(13)",15,NA,NA,NA,NA,2,0,41,41,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","CHLA",1,"unassessed, nM=1(162); nQ=1(54); nY=1(13)",15,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00086","101375",50345,"nrc","northland","Polymictic","TP",48,"unassessed, nM=48(162); nQ=48(54); nY=14(13)",15,NA,NA,NA,NA,2,0,48,48,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00086","101375",50345,"nrc","northland","Polymictic","NH4N",47,"unassessed, nM=47(162); nQ=47(54); nY=14(13)",15,NA,NA,NA,NA,1,0,47,47,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00086","101375",50345,"nrc","northland","Polymictic","TN",48,"unassessed, nM=48(162); nQ=48(54); nY=14(13)",15,NA,NA,NA,NA,2,0,48,48,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00086","101375",50345,"nrc","northland","Polymictic","Secchi",47,"unassessed, nM=47(162); nQ=47(54); nY=14(13)",15,NA,NA,NA,NA,2,0,47,47,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00086","101375",50345,"nrc","northland","Polymictic","CHLA",1,"unassessed, nM=1(162); nQ=1(54); nY=1(13)",15,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00086","101375",50345,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00094","101377",50403,"nrc","northland","Polymictic","TP",41,"unassessed, nM=41(162); nQ=41(54); nY=13(13)",15,NA,NA,NA,NA,1,0,41,41,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00094","101377",50403,"nrc","northland","Polymictic","NH4N",40,"unassessed, nM=40(162); nQ=40(54); nY=12(13)",15,NA,NA,NA,NA,0,0,40,40,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00094","101377",50403,"nrc","northland","Polymictic","TN",41,"unassessed, nM=41(162); nQ=41(54); nY=13(13)",15,NA,NA,NA,NA,1,0,41,41,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00094","101377",50403,"nrc","northland","Polymictic","Secchi",43,"unassessed, nM=43(162); nQ=41(54); nY=13(13)",15,NA,NA,NA,NA,1,0,43,41,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00094","101377",50403,"nrc","northland","Polymictic","CHLA",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00094","101377",50403,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
