"Site","Var","StartDate","EndDate","nMeas","nMeas5","MinVal","MaxVal"
"waiau lagoon opp boat ramp","TP","2016-12-09","2019-02-13","28","28","0.004","0.096"
"waiau lagoon opp boat ramp","Secchi","2017-01-11","2018-11-06","14","14","0.32","2.85"
"waiau lagoon opp boat ramp","TN","2016-12-09","2019-02-13","28","28","0.183","1.06"
"waiau lagoon opp boat ramp","ECOLI","2016-12-09","2019-02-13","28","28","10","5200"
"waiau lagoon opp boat ramp","pH","2016-12-09","2019-02-13","28","28","7.3","9.1"
"waituna lagoon at lagoon centre","NH4N","2006-01-29","2019-07-23","149","19","0.005","0.5"
"waituna lagoon at lagoon centre","CHLA","2006-01-29","2019-07-23","187","46","2e-04","0.037"
"waituna lagoon at lagoon centre","TP","2006-01-29","2019-07-23","188","46","0.009","0.14"
"waituna lagoon at lagoon centre","Secchi","2010-01-25","2019-05-23","109","27","0.5","2.35"
"waituna lagoon at lagoon centre","TN","2006-01-29","2019-07-23","187","46","0.137","3.6"
"waituna lagoon at lagoon centre","ECOLI","2010-10-29","2019-07-23","83","46","1","8000"
"waituna lagoon at lagoon centre","pH","2006-01-29","2019-07-23","148","19","6.7","9"
"waituna lagoon at lagoon east","NH4N","2006-01-29","2019-07-23","124","19","0.005","0.4"
"waituna lagoon at lagoon east","CHLA","2006-01-29","2019-07-23","165","47","2e-04","0.029"
"waituna lagoon at lagoon east","TP","2006-01-29","2019-07-23","171","47","0.01","0.139"
"waituna lagoon at lagoon east","Secchi","2009-12-15","2019-07-23","67","36","0.54","2.5"
"waituna lagoon at lagoon east","TN","2006-01-29","2019-07-23","171","47","0.2","2.6"
"waituna lagoon at lagoon east","ECOLI","2011-02-27","2019-07-23","77","47","2","3600"
"waituna lagoon at lagoon east","pH","2006-01-29","2019-07-23","126","19","6.7","8.9"
"waituna lagoon at lagoon south","NH4N","2006-01-29","2019-07-23","137","19","0.005","8"
"waituna lagoon at lagoon south","CHLA","2006-01-29","2019-07-23","176","47","2e-04","0.0544"
"waituna lagoon at lagoon south","TP","2006-01-29","2019-07-23","181","47","0.006","0.15"
"waituna lagoon at lagoon south","Secchi","2010-01-25","2019-07-23","63","34","0.6","2.25"
"waituna lagoon at lagoon south","TN","2006-01-29","2019-07-23","185","47","0.09","4.2"
"waituna lagoon at lagoon south","ECOLI","2011-01-26","2019-07-23","77","47","1","1600"
"waituna lagoon at lagoon south","pH","2006-01-29","2019-07-23","139","19","6.9","9.2"
"waituna lagoon at lagoon west","NH4N","2006-01-29","2019-08-12","136","20","0.005","17"
"waituna lagoon at lagoon west","CHLA","2006-01-29","2019-08-12","176","48","2e-04","0.12"
"waituna lagoon at lagoon west","TP","2006-01-29","2019-08-12","182","48","0.007","0.22"
"waituna lagoon at lagoon west","Secchi","2010-01-25","2019-08-12","58","26","0.44","2.35"
"waituna lagoon at lagoon west","TN","2006-01-29","2019-08-12","186","48","0.07","6.4"
"waituna lagoon at lagoon west","ECOLI","2011-01-26","2019-08-12","79","48","1","17000"
"waituna lagoon at lagoon west","pH","2006-01-29","2019-08-12","140","20","6.4","9.1"
