"Site","Var","StartDate","EndDate","nMeas","nMeas5","MinVal","MaxVal"
"sq32908","TP","2004-12-06","2019-04-17","69","19","0.001","0.017"
"sq32908","TN","2004-12-06","2019-04-17","68","19","0.012","0.15"
"sq32908","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq32908","pH",NA,NA,"0","0","Inf","-Inf"
"sq32908","CHLA","2004-12-06","2019-04-17","70","19","0.2","1.3"
"sq32908","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32909","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32909","TP","2006-01-24","2019-04-17","64","19","0.001","0.018"
"sq32909","TN","2006-01-24","2019-04-17","64","19","0.014","0.15"
"sq32909","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq32909","pH",NA,NA,"0","0","Inf","-Inf"
"sq32909","CHLA","2006-01-24","2019-04-17","65","19","0.2","1.8"
"sq32909","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq33147","NH4N","2004-01-05","2019-05-16","251","39","0.005","1.3"
"sq33147","TP","2004-01-05","2019-05-16","252","39","0.02","18"
"sq33147","TN","2004-01-05","2019-05-16","252","39","0.37","200"
"sq33147","ECOLI","2006-04-06","2019-05-16","153","39","1","1986"
"sq33147","pH","2004-01-05","2019-05-16","265","57","7","9.63"
"sq33147","CHLA","2004-01-05","2019-05-16","249","39","0","3314.4"
"sq33147","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq33593","NH4N","2009-02-09","2019-05-20","121","39","0.005","0.21"
"sq33593","TP","2009-02-09","2019-05-20","121","39","0.036","0.51"
"sq33593","TN","2009-02-09","2019-05-20","121","39","0.48","3"
"sq33593","ECOLI","2009-02-09","2019-05-20","121","39","1","24200"
"sq33593","pH","2014-07-17","2019-05-20","50","35","7.1","8.98"
"sq33593","CHLA","2009-02-09","2019-05-20","121","39","0.5","110"
"sq33593","Secchi","2009-03-02","2019-04-16","89","28","0.02","0.65"
"sq34548","NH4N","2004-01-08","2019-02-20","182","38","0.005","0.152"
"sq34548","TP","2004-01-08","2019-02-20","182","38","0.004","0.14"
"sq34548","TN","2004-01-08","2019-02-20","180","37","0.81","3.7"
"sq34548","ECOLI","2008-08-14","2019-02-20","126","37","11","2400"
"sq34548","pH","2004-01-08","2019-02-20","176","37","6.73","9"
"sq34548","CHLA","2004-01-08","2019-02-20","181","38","0.2","48"
"sq34548","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq34907","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq34907","TP","2006-01-24","2019-04-17","61","18","0.001","0.014"
"sq34907","TN","2006-01-24","2019-04-17","63","19","0.015","0.13"
"sq34907","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq34907","pH",NA,NA,"0","0","Inf","-Inf"
"sq34907","CHLA","2006-01-24","2019-04-17","65","20","0.2","2.3"
"sq34907","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq34908","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq34908","TP","2006-01-24","2019-04-17","64","19","0.001","0.048"
"sq34908","TN","2006-01-24","2019-04-17","64","19","0.012","0.2"
"sq34908","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq34908","pH",NA,NA,"0","0","Inf","-Inf"
"sq34908","CHLA","2006-01-24","2019-04-17","65","19","0.2","1.7"
"sq34908","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq34980","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq34980","TP",NA,NA,"0","0","Inf","-Inf"
"sq34980","TN",NA,NA,"0","0","Inf","-Inf"
"sq34980","ECOLI","2013-07-08","2019-03-05","68","38","1","1733"
"sq34980","pH","2014-07-07","2019-03-05","52","35","7.52","9.46"
"sq34980","CHLA","2006-12-20","2019-03-05","280","38","2.2","13530.6"
"sq34980","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35175","NH4N","2007-07-25","2019-05-01","48","14","0.005","3.4"
"sq35175","TP","2007-07-25","2019-05-01","48","14","0.08","0.67"
"sq35175","TN","2007-07-25","2019-05-01","48","14","1.1","7.9"
"sq35175","ECOLI","2007-07-25","2019-05-01","48","14","1","308"
"sq35175","pH","2007-07-25","2019-05-01","39","14","6.9","10.2"
"sq35175","CHLA","2007-07-25","2019-05-01","48","14","0.2","1069.9"
"sq35175","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35362","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35362","TP","2008-02-19","2019-04-17","47","19","0.01","0.095"
"sq35362","TN","2008-02-19","2019-04-17","47","19","0.29","0.78"
"sq35362","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35362","pH",NA,NA,"0","0","Inf","-Inf"
"sq35362","CHLA","2008-01-16","2019-04-17","48","19","0.17","50"
"sq35362","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35363","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35363","TP","2008-02-19","2019-04-17","47","19","0.004","0.192"
"sq35363","TN","2008-02-19","2019-04-17","47","19","0.27","4"
"sq35363","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35363","pH",NA,NA,"0","0","Inf","-Inf"
"sq35363","CHLA","2008-01-16","2019-04-17","48","19","0.2","210"
"sq35363","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35364","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35364","TP","2008-02-19","2019-04-17","47","19","0.004","0.095"
"sq35364","TN","2008-02-19","2019-04-17","47","19","0.29","1.62"
"sq35364","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35364","pH",NA,NA,"0","0","Inf","-Inf"
"sq35364","CHLA","2008-01-16","2019-04-17","48","19","0.2","80"
"sq35364","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35639","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35639","TP","2009-12-17","2019-04-17","49","19","0.004","0.035"
"sq35639","TN","2009-12-17","2019-04-17","49","19","0.056","0.167"
"sq35639","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35639","pH",NA,NA,"0","0","Inf","-Inf"
"sq35639","CHLA","2009-12-17","2019-04-17","49","19","0.2","9.8"
"sq35639","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35640","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35640","TP","2009-12-17","2019-04-17","48","19","0.004","0.018"
"sq35640","TN","2009-12-17","2019-04-17","48","19","0.028","0.11"
"sq35640","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35640","pH",NA,NA,"0","0","Inf","-Inf"
"sq35640","CHLA","2009-12-17","2019-04-17","48","19","0.2","2.5"
"sq35640","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35641","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35641","TP","2009-12-17","2019-04-17","49","19","0.004","0.019"
"sq35641","TN","2009-12-17","2019-04-17","49","19","0.028","0.131"
"sq35641","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35641","pH",NA,NA,"0","0","Inf","-Inf"
"sq35641","CHLA","2009-12-17","2019-04-17","49","19","0.2","2.7"
"sq35641","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35888","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35888","TP","2013-01-21","2019-04-17","35","19","0.015","1"
"sq35888","TN","2013-01-21","2019-04-17","35","19","0.22","3.2"
"sq35888","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35888","pH",NA,NA,"0","0","Inf","-Inf"
"sq35888","CHLA","2013-01-21","2019-04-17","35","19","0.2","144"
"sq35888","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq36148","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq36148","TP","2015-12-09","2019-04-17","20","19","0.004","0.021"
"sq36148","TN","2015-12-09","2019-04-17","20","19","0.21","0.84"
"sq36148","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq36148","pH",NA,NA,"0","0","Inf","-Inf"
"sq36148","CHLA","2015-12-09","2019-04-17","20","19","0.8","13.7"
"sq36148","Secchi",NA,NA,"0","0","Inf","-Inf"
