"LawaSiteID","CouncilSiteID","LFENZID","Agency","Region","LType","Measurement","nMeasures","frequency","period","TrendScore","ConfCat","AnalysisNote","AnalysisNoteSS","nFirstYear","nLastYear","numMonths","numQuarters","numYears","Observations","KWstat","pvalue","nObs","S","VarS","D","tau","Z","p","MKProbability","prop.censored","prop.unique","no.censorlevels","Median","Sen_VarS","AnnualSenSlope","Intercept","Lci","Uci","Sen_Probability","Probabilitymax","Probabilitymin","Percent.annual.change","standard"
"nrc-00087","100442",21917,"nrc","northland","Stratified","CHLA",59,"quarterly",15,2,"Very likely improving","ok",1,4,4,59,56,15,56,11.2565968554232,0.0104162764707836,56,-103,1336.33333333333,367,-0.280653950953678,-2.79024777824587,0.00526677181447911,0.0026333859072396,0,0.375,0,0.8,1336.33333333333,-0.0333913502109705,1.02956553270042,-0.0539576839920489,-0.0142423099971479,0.0022208603474333,0.00031377241583963,0.0115887607032429,-4.17391877637131,NA
"nrc-00087","100442",21917,"nrc","northland","Stratified","ECOLI",1,"unassessed, nM=1(162); nQ=1(54); nY=1(13)",15,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00090","100448",21926,"nrc","northland","Stratified","TP",60,"quarterly",15,2,"Very likely improving","ok",1,4,4,60,56,15,56,1.48870265874008,0.684880194767194,56,-595,19024.3333333333,1540,-0.386363636363636,-4.30657209082579,1.65803909753732e-05,8.29019548764798e-06,0,0.214285714285714,0,4,19024.3333333333,-0.181829498771585,5.25007780405464,-0.269893446688475,-0.114667084809217,7.76363793564272e-06,2.25738538972564e-10,0.00804119768242695,-4.54573746928962,NA
"nrc-00090","100448",21926,"nrc","northland","Stratified","NH4N",59,"quarterly",15,1,"Likely improving","ok",1,3,4,59,55,15,55,8.2670978299389,0.040802383421837,55,-33,1037.33333333333,356,-0.0926966292134832,-0.99355247952133,0.320440789045206,0.160220394522603,0.381818181818182,0.145454545454545,1,2,1078.33333333333,0,2,0,0,0.150244277423983,4.3727637782931e-06,0.991232604407494,0,NA
"nrc-00090","100448",21926,"nrc","northland","Stratified","TN",60,"quarterly",15,2,"Very likely improving","ok",1,4,4,60,56,15,56,0.864607599902983,0.833959298534145,56,-507,20011,1540,-0.329220779220779,-3.57697677940685,0.000347591037421567,0.000173795518710773,0,0.839285714285714,0,198,20011,-4.30888780747591,227.623603676397,-6.19724878749104,-2.37716351253857,0.000164633132575864,0.000132315627950019,0.000204225772463706,-2.17620596337167,NA
"nrc-00090","100448",21926,"nrc","northland","Stratified","Secchi",57,"unassessed, nM=57(162); nQ=53(54); nY=15(13)",15,NA,NA,NA,NA,2,4,57,53,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00090","100448",21926,"nrc","northland","Stratified","CHLA",59,"quarterly",15,2,"Very likely improving","ok",1,4,4,59,55,15,55,4.35433348498634,0.225657270993116,55,-368,18901.3333333333,1485,-0.247811447811448,-2.66943803214257,0.00759782916118643,0.00379891458059323,0,0.581818181818182,0,1.4,18901.3333333333,-0.0689584644430459,1.86546963499056,-0.117401825853699,-0.0279752509992224,0.00363751439361892,0.00133215841876266,0.0090407785852018,-4.92560460307471,NA
"nrc-00090","100448",21926,"nrc","northland","Stratified","ECOLI",1,"unassessed, nM=1(162); nQ=1(54); nY=1(13)",15,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","TP",124,"quarterly",15,2,"Very likely improving","ok",1,12,12,122,59,15,59,1.33039457691682,0.721928547736735,59,-990,23368,1711,-0.578609000584454,-6.46972050899936,9.81843526263922e-11,4.90921747697826e-11,0,0.830508474576271,0,46,23368,-6.05988899498687,89.9341952136548,-7.54075814017475,-4.60776149414113,4.50167680909885e-11,2.66696664752430e-11,7.55285833875519e-11,-13.1736717282323,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","NH4N",70,"unassessed, nM=68(162); nQ=30(54); nY=9(13)",15,NA,NA,NA,NA,0,12,68,30,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","TN",125,"quarterly",15,2,"Very likely improving","ok",1,12,12,123,59,15,59,6.72385241757919,0.0812402712794443,59,-786,23358.6666666667,1711,-0.459380479251899,-5.13624382480911,2.80283969597854e-07,1.40141984794617e-07,0,0.728813559322034,0,510,23358.6666666667,-55.1914373311921,910.137920651143,-79.3613850102083,-31.6690788607469,1.30709436607646e-07,6.45251686526294e-08,2.604230145975e-07,-10.8218504570965,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","Secchi",105,"unassessed, nM=102(162); nQ=52(54); nY=15(13)",15,NA,NA,NA,NA,4,12,102,52,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","CHLA",119,"quarterly",15,2,"Very likely improving","ok",1,11,12,117,58,15,58,3.18522048194894,0.36393992513303,58,-707,19308.6666666667,1653,-0.427707199032063,-5.08075857078387,3.75930649364043e-07,1.87965324638384e-07,0.482758620689655,0.5,1,5.4,19659.6666666667,-1.05107913669065,12.8889388489209,-1.84794156069071,-0.451456241838553,2.21527024168999e-07,4.55191440096314e-15,0.00947708282450976,-19.4644284572342,NA
"nrc-00095","100501",23721,"nrc","northland","Polymictic","ECOLI",2,"unassessed, nM=2(162); nQ=2(54); nY=2(13)",15,NA,NA,NA,NA,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","TP",55,"quarterly",15,1,"Likely improving","ok",1,2,4,55,55,15,55,9.55680585020189,0.0227346575229798,55,-45,1272.33333333333,352,-0.127840909090909,-1.23353712260841,0.217375435501183,0.108687717750591,0,0.581818181818182,0,20,1272.33333333333,-0.373651291284483,22.5221462161703,-1.00882764738183,0.135379705928676,0.0985935734493328,0.0724455508045091,0.131059374552637,-1.86825645642242,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","NH4N",54,"quarterly",15,1,"Likely improving","ok",1,1,4,54,54,15,54,11.1461136050601,0.0109614607580578,54,-34,1194,338,-0.100591715976331,-0.955018482285834,0.339568350478099,0.169784175239049,0,0.611111111111111,0,9.5,1194,-0.417813718742831,12.2680158866713,-0.858055771062602,0.182198862453894,0.155554348677909,0.101445521169689,0.225893609113284,-4.39803914466138,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","TN",55,"quarterly",15,-1,"Likely degrading","ok",1,2,4,55,55,15,55,1.90974425314927,0.591349257837536,55,123,18973,1485,0.0828282828282828,0.885710569535487,0.375773511281725,0.812113244359138,0,0.963636363636364,0,610,18973,8.65777777777778,551.56,-6.05893735776991,37.8746380983422,0.812113244359138,0.810150395217758,0.814063512554611,1.41930783242259,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","Secchi",55,"quarterly",15,-1,"Likely degrading","ok",1,2,4,55,55,15,55,2.46203811354384,0.482190727033435,55,-84,18952.6666666667,1485,-0.0565656565656566,-0.602896732520061,0.546577389802037,0.726711305098982,0.0181818181818182,0.854545454545454,1,3,18952.6666666667,-0.0323588039867108,3.2184219269103,-0.136288332484152,0.0513488060929624,0.736290877505417,0.768417564830031,0.70203366701977,-1.07862679955703,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","CHLA",53,"unassessed, nM=53(162); nQ=53(54); nY=15(13)",15,NA,NA,NA,NA,2,4,53,53,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00078","100593",50314,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","TP",56,"quarterly",15,-2,"Very likely degrading","ok",1,1,4,56,56,15,56,3.38842480057517,0.335523955761437,56,550,19974.6666666667,1540,0.357142857142857,3.88447717714027,0.000102550324917325,0.999948724837541,0,0.607142857142857,0,17.5,19974.6666666667,1.8521926179245,4.76617575176908,1.16618389308885,2.41326978897576,0.999948724837541,0.999869381248946,0.99998088880635,10.5839578167114,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","NH4N",56,"quarterly",15,-2,"Very likely degrading","ok",1,1,4,56,56,15,56,2.15827150172431,0.540214280535917,56,634,19707.6666666667,1540,0.411688311688312,4.50906095193532,6.51152007879439e-06,0.999996744239961,0.0714285714285714,0.339285714285714,1,3,19710.6666666667,0.443462507336203,-0.0488047379363938,0.27260424034985,0.709529013299254,0.999996738970318,0.999834584614969,0.999999971434531,14.7820835778734,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","TN",56,"quarterly",15,-2,"Very likely degrading","ok",1,1,4,56,56,15,56,4.48287101011235,0.213823252381288,56,615,20017,1540,0.399350649350649,4.3397916168192,1.42617892327958e-05,0.999992869105384,0,0.946428571428571,0,447.5,20017,28.9107649525967,248.738490950898,21.0209291996957,37.9246025620677,0.999992869105384,0.999992396052508,0.999993314010189,6.46050613465847,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","Secchi",55,"quarterly",15,-2,"Very likely degrading","ok",1,1,4,55,55,15,55,3.01964137863148,0.388606764543545,55,-770,18795.3333333333,1485,-0.518518518518518,-5.60920514424537,2.03257974520095e-08,0.999999989837101,0.181818181818182,0.745454545454545,9,2.9,18958.3333333333,-0.205890642615558,4.28976183765502,-0.253387646845805,-0.155891325554738,0.999999900417349,0.999999940338699,0.999999835213433,-7.09967733157097,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","CHLA",56,"quarterly",15,-2,"Very likely degrading","ok",1,1,4,56,56,15,56,1.5866030226823,0.662431295178448,56,625,20015,1540,0.405844155844156,4.41069261488406,1.03040502442535e-05,0.999994847974878,0,0.910714285714286,0,7.95,20015,0.971006214548518,1.27433227497894,0.613573942018873,1.30887483036892,0.999994847974878,0.999994131558092,0.999995480401332,12.213914648409,NA
"nrc-00072","101031",23682,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","TP",56,"quarterly",15,2,"Very likely improving","ok",1,1,4,56,56,15,56,9.26645579894433,0.0259501739009948,56,-73,1307,364,-0.200549450549451,-1.99156599654448,0.0464186973444264,0.0232093486722131,0,0.339285714285714,0,10,1307,-0.247040948104313,11.6984065182172,-0.498907277626439,0,0.0203345769329939,0.00396047035000258,0.0751669293362229,-2.47040948104313,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","NH4N",56,"quarterly",15,1,"Likely improving","ok",1,1,4,56,56,15,56,6.73235288371366,0.0809359653555479,56,-104,20008.6666666667,1540,-0.0675324675324675,-0.728162233226162,0.466514281626593,0.233257140813297,0,0.857142857142857,0,88.5,20008.6666666667,-1.09618018412266,96.0362387658433,-8.58357097265277,1.71660598437441,0.228952400448337,0.210142432974312,0.248671753021787,-1.23862167697476,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","TN",56,"quarterly",15,1,"Likely improving","ok",1,1,4,56,56,15,56,2.76537588202262,0.429231424408274,56,-91,20015,1540,-0.0590909090909091,-0.636157588685201,0.524673713116139,0.26233685655807,0,0.910714285714286,0,803,20015,-4.03127283522104,830.715000742145,-15.4759650604577,10.7240025352732,0.257751029095116,0.248705782168385,0.266964110848925,-0.502026505008847,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","Secchi",55,"quarterly",15,0,"Indeterminate","ok",1,1,4,55,55,15,55,6.10648791843305,0.106542743071287,55,-55,18964.3333333333,1485,-0.037037037037037,-0.392125395466076,0.694965564211123,0.652517217894439,0.0363636363636364,0.854545454545454,2,3.65,18962.6666666667,-0.0221721974908944,3.79966233306354,-0.115387251081507,0.0666237850048379,0.655202420924525,0.681545004333145,0.628084945046177,-0.607457465503955,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","CHLA",56,"quarterly",15,1,"Likely improving","ok",1,1,4,56,56,15,56,5.28326513851614,0.152191984234071,56,-99,19987,1540,-0.0642857142857143,-0.693189968923715,0.488190342438918,0.244095171219459,0,0.714285714285714,0,2.3,19987,-0.0353936376587981,2.54333125890424,-0.138767488922441,0.0593887962481829,0.239678630989358,0.190216838061118,0.295434938016575,-1.53885381125209,NA
"nrc-00082","101032",23691,"nrc","northland","Polymictic","ECOLI",2,"unassessed, nM=2(162); nQ=2(54); nY=1(13)",15,NA,NA,NA,NA,0,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","TP",56,"quarterly",15,-1,"Likely degrading","ok",1,1,4,56,55,15,55,5.25288913366349,0.154188720959478,55,90,18902,1485,0.0606060606060606,0.647345490855337,0.517408365880027,0.741295817059987,0,0.527272727272727,0,26,18902,0.160584743899758,24.9160529786766,-0.319647738821858,0.665040828555276,0.741295817059987,0.617230592151947,0.840490452139616,0.617633630383685,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","NH4N",56,"quarterly",15,-1,"Likely degrading","ok",1,1,4,56,55,15,55,5.35006724654986,0.147886396780601,55,90,18504.6666666667,1485,0.0606060606060606,0.654258499776677,0.512945278034955,0.743527360982523,0,0.327272727272727,0,6,18504.6666666667,0,6,0,0.269094708349465,0.743527360982523,0.305995279393771,0.965295720569166,0,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","TN",56,"quarterly",15,-2,"Very likely degrading","ok",1,1,4,56,55,15,55,3.69092977381627,0.296830265352015,55,261,18970.3333333333,1485,0.175757575757576,1.88771256652395,0.0590645484077181,0.970467725796141,0,0.945454545454545,0,814,18970.3333333333,8.16201117318436,758.906424581006,1.25547825158513,17.684796060419,0.970467725796141,0.968974508838835,0.971900793821486,1.00270407532977,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","Secchi",54,"unassessed, nM=54(162); nQ=53(54); nY=15(13)",15,NA,NA,NA,NA,1,4,54,53,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","CHLA",55,"quarterly",15,-1,"Likely degrading","ok",1,1,3,55,54,15,54,7.01584234768546,0.0713945335426819,54,86,17959.3333333333,1431,0.0600978336827393,0.634269488373912,0.525904965237305,0.737047517381347,0,0.888888888888889,0,10.85,17959.3333333333,0.166173794358508,9.74909861237489,-0.234497217422872,0.612224155739386,0.737047517381347,0.722236213859971,0.751444201252396,1.53155570837334,NA
"nrc-00093","101033",13467,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","TP",49,"unassessed, nM=49(162); nQ=49(54); nY=15(13)",15,NA,NA,NA,NA,1,4,49,49,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","NH4N",49,"unassessed, nM=49(162); nQ=49(54); nY=15(13)",15,NA,NA,NA,NA,1,4,49,49,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","TN",49,"unassessed, nM=49(162); nQ=49(54); nY=15(13)",15,NA,NA,NA,NA,1,4,49,49,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","Secchi",48,"unassessed, nM=48(162); nQ=48(54); nY=15(13)",15,NA,NA,NA,NA,1,4,48,48,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","CHLA",47,"unassessed, nM=47(162); nQ=47(54); nY=15(13)",15,NA,NA,NA,NA,1,4,47,47,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00074","101367",50371,"nrc","northland","Polymictic","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","TP",53,"unassessed, nM=53(162); nQ=53(54); nY=15(13)",15,NA,NA,NA,NA,2,4,53,53,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","NH4N",52,"unassessed, nM=52(162); nQ=52(54); nY=15(13)",15,NA,NA,NA,NA,1,4,52,52,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","TN",53,"unassessed, nM=53(162); nQ=53(54); nY=15(13)",15,NA,NA,NA,NA,2,4,53,53,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","Secchi",52,"unassessed, nM=52(162); nQ=52(54); nY=15(13)",15,NA,NA,NA,NA,2,4,52,52,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","CHLA",51,"unassessed, nM=51(162); nQ=51(54); nY=15(13)",15,NA,NA,NA,NA,1,4,51,51,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00076","101369",50373,"nrc","northland","Stratified","ECOLI",0,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","TP",42,"unassessed, nM=42(162); nQ=42(54); nY=15(13)",15,NA,NA,NA,NA,1,4,42,42,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","NH4N",42,"unassessed, nM=42(162); nQ=42(54); nY=14(13)",15,NA,NA,NA,NA,1,4,42,42,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","TN",45,"unassessed, nM=45(162); nQ=45(54); nY=15(13)",15,NA,NA,NA,NA,2,4,45,45,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","Secchi",45,"unassessed, nM=45(162); nQ=45(54); nY=15(13)",15,NA,NA,NA,NA,2,4,45,45,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nrc-00084","101373",50413,"nrc","northland","Stratified","CHLA",44,"unassessed, nM=44(162); nQ=44(54); nY=15(13)",15,NA,NA,NA,NA,2,4,44,44,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
