"CouncilSiteID","SiteID","LawaSiteID","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Lat","Long","accessDate","Landcover","Altitude","Order","StreamOrder"
"FI646606","okaro wetland at above inlet a","ebop-00122",4018156,"bay of plenty","boprc","upland","rural",-38.2945475978815,176.389873772331,"23-Jun-2020","Rural","Upland","2","2"
"FM217609","onaia trib. at blakely pacific","lawa-100487",4005683,"bay of plenty","boprc","upland","forest",-37.9357875732324,176.324478153158,"23-Jun-2020","Forest","Upland","2","4"
"KJ836663","opurana at tuhoe forest","lawa-100502",4014567,"bay of plenty","boprc","lowland","rural",-38.1809031125789,176.976863005085,"23-Jun-2020","Forest","Upland","2","6&2&1"
"FD662607","otangimoana at kaingaroa","lawa-100490",4027146,"bay of plenty","boprc","upland","forest",-38.7441966084785,176.412859605252,"23-Jun-2020","Rural","Upland","4","4&1"
"OK303607","otara at old east rd","ebop-00213",4011726,"bay of plenty","boprc","lowland","forest",-38.0820238786735,177.366534136898,"23-Jun-2020","Forest","Upland","5","5&1"
"OL858216","oteakona at mihaere rd","lawa-100492",4010135,"bay of plenty","boprc","lowland","forest",-38.0248806868714,177.426312700939,"23-Jun-2020","Forest","Upland","2","3"
"OL810173","oteakona trib. at forestry rd","lawa-100493",4009810,"bay of plenty","boprc","lowland","rural",-38.0289763041518,177.421117044503,"23-Jun-2020","Forest","Upland","2","2"
"EO010924","otumanga at waipunga park","ebop-00184",4001550,"bay of plenty","boprc","lowland","forest",-37.7312538490663,176.178403388747,"23-Jun-2020","Urban","Upland","2","2"
"DP036592","oturu at borell rd","ebop-00186",4000905,"bay of plenty","boprc","lowland","rural",-37.6741044363331,176.065507694409,"23-Jun-2020","Rural","Lowland","3","3&1"
"EO611496","owairoa at otawa","ebop-00199",4002262,"bay of plenty","boprc","lowland","forest",-37.767912536761,176.248128178862,"23-Jun-2020","Forest","Upland","2","2&1"
"KK455031","owhakatoro at te manawa o tuhoe trust","lawa-100503",4013642,"bay of plenty","boprc","lowland","rural",-38.1492430171045,176.93168166671,"23-Jun-2020","Forest","Upland","4","4&1"
"KJ764798","paekoau at tuhoe forest","lawa-100504",4014503,"bay of plenty","boprc","lowland","forest",-38.1690537476177,176.967957514513,"23-Jun-2020","Forest","Upland","3","3"
"JI046597","pahekeheke at pokairoa rd","ebop-00123",4018298,"bay of plenty","boprc","upland","forest",-38.2834549028045,176.77785576013,"23-Jun-2020","Forest","Upland","3","1&3"
"EN560731","raparapahoe at no. 3 rd","ebop-00110",4003652,"bay of plenty","boprc","lowland","forest",-37.8369034672928,176.2453491368,"23-Jun-2020","Forest","Upland","3","2"
"IG109370","pekepeke at above kiorenui rd","ebop-00207",4023034,"bay of plenty","boprc","upland","forest",-38.4871500669264,176.681176290706,"23-Jun-2020","Forest","Upland","4","4&1"
"BN951669","piako at old kaimai rd","ebop-00197",4003788,"bay of plenty","boprc","upland","forest",-37.8502611071653,175.949472127574,"23-Jun-2020","Forest","Upland","2","2"
"IN023010","pikowai at pikowai rd","ebop-00135",4004837,"bay of plenty","boprc","lowland","rural",-37.8902533554933,176.641406111206,"23-Jun-2020","Rural","Upland","3","1&3"
"HM958955","pikowai trib. at pikowai rd","ebop-00136",4005050,"bay of plenty","boprc","lowland","rural",-37.8954364237882,176.634317993186,"23-Jun-2020","Rural","Upland","2","1&2"
"FN962342","pokopoko at allport rd","ebop-00158",4004386,"bay of plenty","boprc","lowland","rural",-37.8673874306044,176.406076551462,"23-Jun-2020","Rural","Upland","3","3&2"
"GN947182","pongakawa trib at rotoehu rd","ebop-00138",4004412,"bay of plenty","boprc","lowland","rural",-37.8785011548187,176.518487005035,"23-Jun-2020","Forest","Upland","4","4"
"MK704278","ponuiahine at waiotahi valley rd","lawa-100499",4012902,"bay of plenty","boprc","lowland","forest",-38.118242835778,177.186375815501,"23-Jun-2020","Forest","Upland","2","1&2"
"GN561803","puanene at state highway 2","ebop-00140",4003552,"bay of plenty","boprc","lowland","rural",-37.8239428509772,176.472108857223,"23-Jun-2020","Rural","Upland","3","3"
"EJ459985","puarenga at hemo gorge entrance","ebop-00117",4013676,"bay of plenty","boprc","upland","forest",-38.1743441623186,176.248792249875,"23-Jun-2020","Rural","Upland","4","4"
"IG296601","rangitaiki at kiorenui village","ebop-00222",4022634,"bay of plenty","boprc","upland","forest",-38.4657383202214,176.701442553696,"23-Jun-2020","Forest","Upland","7","6&1"
"CO548000","rataroa trib. at soliders rd","ebop-00196",4003173,"bay of plenty","boprc","lowland","rural",-37.8187660330483,176.016127536238,"23-Jun-2020","Rural","Upland","2","1"
"SO988959","raukokore at sh 35","ebop-00210",4001560,"bay of plenty","boprc","lowland","forest",-37.6701786465712,177.873107700075,"23-Jun-2020","Forest","Lowland","5","6"
"MK709674","ruakaka at waiotahi valley rd","lawa-100500",4011536,"bay of plenty","boprc","lowland","forest",-38.0825993236717,177.184943012154,"23-Jun-2020","Forest","Upland","3","3"
"IK438821","ruruanga at prideaux park","ebop-00150",4010870,"bay of plenty","boprc","lowland","forest",-38.0856924845805,176.698437125447,"23-Jun-2020","Forest","Upland","4","4"
"IK358855","ruruanga at valley rd","ebop-00151",4010901,"bay of plenty","boprc","lowland","forest",-38.0829595284438,176.689101868119,"23-Jun-2020","Forest","Upland","4","4&2"
"BR574116","tahawai at 164 lindemann rd","ebop-00161",4000295,"bay of plenty","boprc","lowland","rural",-37.5410882817339,175.894589690661,"23-Jun-2020","Rural","Upland","2","2"
"OK643836","taipouri trib. at above confluence","lawa-100497",4011013,"bay of plenty","boprc","upland","forest",-38.0599797976791,177.404019450065,"23-Jun-2020","Forest","Upland","1","1"
"GJ671810","tarawera at lake outlet campsite","ebop-00223",4014379,"bay of plenty","boprc","upland","forest",-38.1827885289788,176.501646950726,"23-Jun-2020","Forest","Upland","6","6"
"MI041147","tauranga at matahi valley rd","lawa-100505",4019399,"bay of plenty","boprc","lowland","forest",-38.3124365284492,177.121745020191,"23-Jun-2020","Forest","Upland","5","5"
"LM438047","te hiku o te tuna at ohope rd","ebop-00180",4007288,"bay of plenty","boprc","lowland","forest",-37.964198861801,177.033666467586,"23-Jun-2020","Forest","Upland","2","2"
"LM411039","te hiku o te tuna at opposite brown rd","ebop-00202",4007288,"bay of plenty","boprc","lowland","forest",-37.9650534643786,177.030550331285,"23-Jun-2020","Forest","Upland","2","2"
"BQ536514","te mania at chard rd","ebop-00170",4000448,"bay of plenty","boprc","lowland","rural",-37.5954031546565,175.892424880171,"23-Jun-2020","Rural","Upland","2","3&1"
"CP556282","te puna trib. at 257d whakamaramara rd","ebop-00194",4001172,"bay of plenty","boprc","lowland","forest",-37.7033274624811,176.012290019307,"23-Jun-2020","Rural","Upland","1","1"
"KL246784","te rahu canal at sh 30","ebop-00132",4007917,"bay of plenty","boprc","lowland","forest",-37.9923944910398,176.899470347107,"23-Jun-2020","Rural","Lowland","4","4"
"BQ417600","te rereatukahia at sapphire springs holiday park","ebop-00189",4000421,"bay of plenty","boprc","lowland","forest",-37.5879460362261,175.878650259558,"23-Jun-2020","Forest","Upland","3","2"
"BQ253452","te rereatukahia trib. at tuahi track","ebop-00200",4000456,"bay of plenty","boprc","upland","forest",-37.6017663213706,175.860587124246,"23-Jun-2020","Forest","Upland","2","2"
"FL834322","te toroa trib. at sh 30","ebop-00152",4009316,"bay of plenty","boprc","upland","forest",-38.0495416329831,176.399858372007,"23-Jun-2020","Rural","Upland","2","1&2"
"BR592417","tuapiro at 298 woodland rd bridge","ebop-00225",4000229,"bay of plenty","boprc","lowland","rural",-37.5139237931358,175.895586779695,"23-Jun-2020","Forest","Upland","4","1&4"
"BR418554","tuapiro at woodland rd ford","ebop-00188",4000193,"bay of plenty","boprc","lowland","rural",-37.5021066918053,175.875484394462,"23-Jun-2020","Forest","Upland","4","4&3"
"LL534603","tunanui trib. at burma rd","ebop-00178",4008429,"bay of plenty","boprc","lowland","forest",-38.0037866960216,177.04675462969,"23-Jun-2020","Forest","Upland","3","3"
"DL906092","tupapakurua at sh 5","ebop-00177",4010022,"bay of plenty","boprc","upland","rural",-38.0764582505394,176.18136799862,"23-Jun-2020","Rural","Upland","4","3"
"BQ696825","uretara (wharawhara) at u/s read rd","ebop-00163",4000387,"bay of plenty","boprc","lowland","forest",-37.5669079064657,175.909433519699,"23-Jun-2020","Rural","Upland","1","2"
"RN028324","waewaetukuku at ohotu rd","lawa-100482",4004413,"bay of plenty","boprc","upland","forest",-37.8259954733393,177.660837004757,"23-Jun-2020","Forest","Upland","2","2"
"GN068189","waiari at roydon downs rd","ebop-00114",4004707,"bay of plenty","boprc","lowland","rural",-37.8807964772349,176.418686364045,"23-Jun-2020","Rural","Upland","4","4"
"FO398217","waiari trib. at sh 2","ebop-00105",4002596,"bay of plenty","boprc","lowland","rural",-37.7905670433367,176.338445574428,"23-Jun-2020","Rural","Lowland","4","4"
"BS847026","waiau at athenree lavender holiday park","ebop-00167",4000082,"bay of plenty","boprc","lowland","forest",-37.4583920456932,175.922243503992,"23-Jun-2020","Rural","Upland","3","4"
"OL578360","waiaua at waiaua rd","ebop-00212",4009026,"bay of plenty","boprc","lowland","rural",-38.013161134471,177.393777585903,"23-Jun-2020","Forest","Lowland","5","1"
"BS963693","waihi at ocean view rd","ebop-00166",4000022,"bay of plenty","boprc","lowland","urban",-37.3979784159214,175.933029368019,"23-Jun-2020","Forest","Upland","2","3"
"GL498258","waiiti at sh 30","ebop-00154",4009586,"bay of plenty","boprc","upland","urban",-38.0531211698546,176.475754275288,"23-Jun-2020","Forest","Upland","1","3&1"
