"CouncilSiteID","Date","Value","Method","Measurement","Censored","centype"
"lake dudding (composite)","16-Nov-17",0.01,"","NH4N",TRUE,"Left"
"lake dudding (composite)","16-Nov-17",0.066,"","TP",FALSE,"FALSE"
"lake dudding (composite)","16-Nov-17",0.99,"","TN",FALSE,"FALSE"
"lake dudding (composite)","16-Nov-17",12,"","ECOLI",FALSE,"FALSE"
"lake dudding (composite)","16-Nov-17",14,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","17-May-16",0.05,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","17-May-16",0.111,"","TP",FALSE,"FALSE"
"lake dudding (composite)","17-May-16",1.11,"","TN",FALSE,"FALSE"
"lake dudding (composite)","17-May-16",12,"","ECOLI",FALSE,"FALSE"
"lake dudding (composite)","17-May-16",13,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","19-Feb-14",0.055,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","19-Feb-14",0.154,"","TP",FALSE,"FALSE"
"lake dudding (composite)","19-Feb-14",1.21,"","TN",FALSE,"FALSE"
"lake dudding (composite)","19-Feb-14",15,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","19-Feb-14",4,"","ECOLI",TRUE,"Left"
"lake dudding (composite)","21-Nov-18",0.01,"","NH4N",TRUE,"Left"
"lake dudding (composite)","21-Nov-18",0.109,"","TP",FALSE,"FALSE"
"lake dudding (composite)","21-Nov-18",153,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","21-Nov-18",2.15,"","TN",FALSE,"FALSE"
"lake dudding (composite)","21-Nov-18",4,"","ECOLI",TRUE,"Left"
"lake dudding (composite)","22-Feb-17",0.074,"","TP",FALSE,"FALSE"
"lake dudding (composite)","22-Feb-17",0.32,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","22-Feb-17",1.49,"","TN",FALSE,"FALSE"
"lake dudding (composite)","22-Feb-17",19,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","22-Feb-17",4,"","ECOLI",FALSE,"FALSE"
"lake dudding (composite)","24-Feb-15",0.054,"","TP",FALSE,"FALSE"
"lake dudding (composite)","24-Feb-15",0.06,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","24-Feb-15",0.86,"","TN",FALSE,"FALSE"
"lake dudding (composite)","24-Feb-15",4,"","ECOLI",TRUE,"Left"
"lake dudding (composite)","24-Feb-15",8.4,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","24-May-17",0.131,"","TP",FALSE,"FALSE"
"lake dudding (composite)","24-May-17",0.18,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","24-May-17",1.74,"","TN",FALSE,"FALSE"
"lake dudding (composite)","24-May-17",7,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","24-May-17",8,"","ECOLI",FALSE,"FALSE"
"lake dudding (composite)","24-Nov-16",0.01,"","NH4N",TRUE,"Left"
"lake dudding (composite)","24-Nov-16",0.095,"","TP",FALSE,"FALSE"
"lake dudding (composite)","24-Nov-16",1.57,"","TN",FALSE,"FALSE"
"lake dudding (composite)","24-Nov-16",21,"","ECOLI",FALSE,"FALSE"
"lake dudding (composite)","24-Nov-16",48,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","25-Feb-16",0.01,"","NH4N",TRUE,"Left"
"lake dudding (composite)","25-Feb-16",0.075,"","TP",FALSE,"FALSE"
"lake dudding (composite)","25-Feb-16",1.01,"","TN",FALSE,"FALSE"
"lake dudding (composite)","25-Feb-16",26,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","25-Feb-16",4,"","ECOLI",TRUE,"Left"
"lake dudding (composite)","25-Jan-19",0.05,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","25-Jan-19",0.1,"","TP",FALSE,"FALSE"
"lake dudding (composite)","25-Jan-19",1.21,"","TN",FALSE,"FALSE"
"lake dudding (composite)","25-Jan-19",27,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","25-Jan-19",4,"","ECOLI",TRUE,"Left"
"lake dudding (composite)","28-Aug-14",0.031,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","28-Aug-14",0.032,"","TP",FALSE,"FALSE"
"lake dudding (composite)","28-Aug-14",0.927,"","TN",FALSE,"FALSE"
"lake dudding (composite)","28-Aug-14",1.9,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","28-Aug-14",4,"","ECOLI",TRUE,"Left"
"lake dudding (composite)","28-Feb-18",0.055,"","TP",FALSE,"FALSE"
"lake dudding (composite)","28-Feb-18",0.22,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","28-Feb-18",1.22,"","TN",FALSE,"FALSE"
"lake dudding (composite)","28-Feb-18",16,"","ECOLI",FALSE,"FALSE"
"lake dudding (composite)","28-Feb-18",5.8,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","28-May-15",0.01,"","NH4N",TRUE,"Left"
"lake dudding (composite)","28-May-15",0.066,"","TP",FALSE,"FALSE"
"lake dudding (composite)","28-May-15",1.73,"","TN",FALSE,"FALSE"
"lake dudding (composite)","28-May-15",2,"","CHLA",TRUE,"Left"
"lake dudding (composite)","28-May-15",4,"","ECOLI",TRUE,"Left"
"lake dudding (composite)","29-May-18",0.074,"","TP",FALSE,"FALSE"
"lake dudding (composite)","29-May-18",0.09,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","29-May-18",1.63,"","TN",FALSE,"FALSE"
"lake dudding (composite)","29-May-18",340,"","ECOLI",FALSE,"FALSE"
"lake dudding (composite)","29-May-18",8.9,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","29-Oct-15",0.03,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","29-Oct-15",0.054,"","TP",FALSE,"FALSE"
"lake dudding (composite)","29-Oct-15",1.04,"","TN",FALSE,"FALSE"
"lake dudding (composite)","29-Oct-15",27,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","29-Oct-15",4,"","ECOLI",FALSE,"FALSE"
"lake dudding (composite)","30-Aug-16",0.061,"","TP",FALSE,"FALSE"
"lake dudding (composite)","30-Aug-16",0.07,"","NH4N",FALSE,"FALSE"
"lake dudding (composite)","30-Aug-16",1.32,"","TN",FALSE,"FALSE"
"lake dudding (composite)","30-Aug-16",6,"","CHLA",FALSE,"FALSE"
"lake dudding (composite)","30-Aug-16",8,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","02-Aug-16",0.19,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","02-Aug-16",0.23,"","TP",FALSE,"FALSE"
"lake heaton (composite)","02-Aug-16",1200,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","02-Aug-16",2.02,"","TN",FALSE,"FALSE"
"lake heaton (composite)","02-Aug-16",2.4,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","03-Mar-16",0.01,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","03-Mar-16",0.797,"","TP",FALSE,"FALSE"
"lake heaton (composite)","03-Mar-16",3.84,"","TN",FALSE,"FALSE"
"lake heaton (composite)","03-Mar-16",4,"","ECOLI",TRUE,"Left"
"lake heaton (composite)","03-Mar-16",66,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","07-Dec-18",0.02,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","07-Dec-18",0.17,"","TP",FALSE,"FALSE"
"lake heaton (composite)","07-Dec-18",0.96,"","TN",FALSE,"FALSE"
"lake heaton (composite)","07-Dec-18",17,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","07-Dec-18",8,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","13-Dec-16",0.01,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","13-Dec-16",0.232,"","TP",FALSE,"FALSE"
"lake heaton (composite)","13-Dec-16",1.14,"","TN",FALSE,"FALSE"
"lake heaton (composite)","13-Dec-16",12,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","13-Dec-16",31,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","13-May-14",0.06,"","TP",FALSE,"FALSE"
"lake heaton (composite)","13-May-14",0.067,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","13-May-14",0.75,"","TN",FALSE,"FALSE"
"lake heaton (composite)","13-May-14",12.4,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","13-May-14",4,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","14-Sep-18",0.143,"","TP",FALSE,"FALSE"
"lake heaton (composite)","14-Sep-18",0.19,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","14-Sep-18",1.49,"","TN",FALSE,"FALSE"
"lake heaton (composite)","14-Sep-18",12,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","14-Sep-18",4,"","ECOLI",TRUE,"Left"
"lake heaton (composite)","15-Mar-17",0.01,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","15-Mar-17",0.756,"","TP",FALSE,"FALSE"
"lake heaton (composite)","15-Mar-17",101,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","15-Mar-17",12,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","15-Mar-17",2.48,"","TN",FALSE,"FALSE"
"lake heaton (composite)","17-Dec-15",0.05,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","17-Dec-15",0.212,"","TP",FALSE,"FALSE"
"lake heaton (composite)","17-Dec-15",0.95,"","TN",FALSE,"FALSE"
"lake heaton (composite)","17-Dec-15",22,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","17-Dec-15",4,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","17-Jul-18",0.169,"","TP",FALSE,"FALSE"
"lake heaton (composite)","17-Jul-18",0.36,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","17-Jul-18",2.13,"","TN",FALSE,"FALSE"
"lake heaton (composite)","17-Jul-18",2.4,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","17-Jul-18",25,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","18-Jun-15",0.27,"","TP",FALSE,"FALSE"
"lake heaton (composite)","18-Jun-15",0.39,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","18-Jun-15",1.9,"","CHLA",TRUE,"Left"
"lake heaton (composite)","18-Jun-15",190,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","18-Jun-15",2.11,"","TN",FALSE,"FALSE"
"lake heaton (composite)","19-Feb-14",0,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","19-Feb-14",0.381,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","19-Feb-14",0.654,"","TP",FALSE,"FALSE"
"lake heaton (composite)","19-Feb-14",2.862,"","TN",FALSE,"FALSE"
"lake heaton (composite)","19-Feb-14",51.4,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","21-Dec-17",0.29,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","21-Dec-17",0.503,"","TP",FALSE,"FALSE"
"lake heaton (composite)","21-Dec-17",2.17,"","TN",FALSE,"FALSE"
"lake heaton (composite)","21-Dec-17",52,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","21-Sep-16",0.155,"","TP",FALSE,"FALSE"
"lake heaton (composite)","21-Sep-16",0.29,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","21-Sep-16",1.45,"","TN",FALSE,"FALSE"
"lake heaton (composite)","21-Sep-16",3.1,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","21-Sep-16",4,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","22-Jan-15",0.01,"","NH4N",TRUE,"Left"
"lake heaton (composite)","22-Jan-15",0.685,"","TP",FALSE,"FALSE"
"lake heaton (composite)","22-Jan-15",101,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","22-Jan-15",2.42,"","TN",FALSE,"FALSE"
"lake heaton (composite)","22-Jan-15",4,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","23-Mar-18",0.34,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","23-Mar-18",0.454,"","TP",FALSE,"FALSE"
"lake heaton (composite)","23-Mar-18",2.04,"","TN",FALSE,"FALSE"
"lake heaton (composite)","23-Mar-18",46,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","25-Mar-15",0.01,"","NH4N",TRUE,"Left"
"lake heaton (composite)","25-Mar-15",0.668,"","TP",FALSE,"FALSE"
"lake heaton (composite)","25-Mar-15",100,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","25-Mar-15",16,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","25-Mar-15",3.75,"","TN",FALSE,"FALSE"
"lake heaton (composite)","27-Nov-14",0.001,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","27-Nov-14",0.108,"","TP",FALSE,"FALSE"
"lake heaton (composite)","27-Nov-14",1.008,"","TN",FALSE,"FALSE"
"lake heaton (composite)","27-Nov-14",1.9,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","27-Nov-14",4,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","27-Sep-17",0.05,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","27-Sep-17",0.307,"","TP",FALSE,"FALSE"
"lake heaton (composite)","27-Sep-17",1.63,"","TN",FALSE,"FALSE"
"lake heaton (composite)","27-Sep-17",78,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","28-Aug-14",0.097,"","TP",FALSE,"FALSE"
"lake heaton (composite)","28-Aug-14",0.254,"","NH4N",FALSE,"FALSE"
"lake heaton (composite)","28-Aug-14",1.888,"","TN",FALSE,"FALSE"
"lake heaton (composite)","28-Aug-14",2.4,"","CHLA",FALSE,"FALSE"
"lake heaton (composite)","28-Aug-14",4,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","28-Sep-15",0.01,"","NH4N",TRUE,"Left"
"lake heaton (composite)","28-Sep-15",0.189,"","TP",FALSE,"FALSE"
"lake heaton (composite)","28-Sep-15",1.25,"","TN",FALSE,"FALSE"
"lake heaton (composite)","28-Sep-15",4,"","ECOLI",FALSE,"FALSE"
"lake heaton (composite)","28-Sep-15",57,"","CHLA",FALSE,"FALSE"
"lake herbert (composite)","02-Aug-16",0.04,"","NH4N",FALSE,"FALSE"
"lake herbert (composite)","02-Aug-16",0.047,"","TP",FALSE,"FALSE"
"lake herbert (composite)","02-Aug-16",0.85,"","TN",FALSE,"FALSE"
"lake herbert (composite)","02-Aug-16",1.9,"","CHLA",TRUE,"Left"
"lake herbert (composite)","02-Aug-16",110,"","ECOLI",FALSE,"FALSE"
"lake herbert (composite)","03-Mar-16",0.05,"","NH4N",FALSE,"FALSE"
"lake herbert (composite)","03-Mar-16",0.085,"","TP",FALSE,"FALSE"
"lake herbert (composite)","03-Mar-16",1.61,"","TN",FALSE,"FALSE"
"lake herbert (composite)","03-Mar-16",20,"","CHLA",FALSE,"FALSE"
"lake herbert (composite)","03-Mar-16",30,"","ECOLI",FALSE,"FALSE"
"lake herbert (composite)","07-Dec-18",0.01,"","NH4N",TRUE,"Left"
"lake herbert (composite)","07-Dec-18",0.029,"","TP",FALSE,"FALSE"
"lake herbert (composite)","07-Dec-18",0.89,"","TN",FALSE,"FALSE"
"lake herbert (composite)","07-Dec-18",4,"","ECOLI",FALSE,"FALSE"
"lake herbert (composite)","07-Dec-18",4.8,"","CHLA",FALSE,"FALSE"
"lake herbert (composite)","13-Dec-16",0.01,"","NH4N",TRUE,"Left"
"lake herbert (composite)","13-Dec-16",0.079,"","TP",FALSE,"FALSE"
"lake herbert (composite)","13-Dec-16",1.32,"","TN",FALSE,"FALSE"
"lake herbert (composite)","13-Dec-16",12,"","ECOLI",FALSE,"FALSE"
"lake herbert (composite)","13-Dec-16",25,"","CHLA",FALSE,"FALSE"
"lake herbert (composite)","14-Sep-18",0.037,"","TP",FALSE,"FALSE"
"lake herbert (composite)","14-Sep-18",0.04,"","NH4N",FALSE,"FALSE"
"lake herbert (composite)","14-Sep-18",0.86,"","TN",FALSE,"FALSE"
"lake herbert (composite)","14-Sep-18",1.9,"","CHLA",TRUE,"Left"
"lake herbert (composite)","14-Sep-18",4,"","ECOLI",FALSE,"FALSE"
"lake herbert (composite)","15-Mar-17",0.01,"","NH4N",TRUE,"Left"
"lake herbert (composite)","15-Mar-17",0.064,"","TP",FALSE,"FALSE"
"lake herbert (composite)","15-Mar-17",1.15,"","TN",FALSE,"FALSE"
"lake herbert (composite)","15-Mar-17",16,"","CHLA",FALSE,"FALSE"
"lake herbert (composite)","15-Mar-17",30,"","ECOLI",FALSE,"FALSE"
"lake herbert (composite)","17-Dec-15",0.02,"","NH4N",FALSE,"FALSE"
"lake herbert (composite)","17-Dec-15",0.075,"","TP",FALSE,"FALSE"
"lake herbert (composite)","17-Dec-15",1.35,"","TN",FALSE,"FALSE"
"lake herbert (composite)","17-Dec-15",4,"","ECOLI",TRUE,"Left"
"lake herbert (composite)","17-Dec-15",9.1,"","CHLA",FALSE,"FALSE"
"lake herbert (composite)","17-Jul-18",0.066,"","TP",FALSE,"FALSE"
"lake herbert (composite)","17-Jul-18",0.18,"","NH4N",FALSE,"FALSE"
"lake herbert (composite)","17-Jul-18",1.22,"","TN",FALSE,"FALSE"
"lake herbert (composite)","17-Jul-18",1.9,"","CHLA",TRUE,"Left"
"lake herbert (composite)","17-Jul-18",12,"","ECOLI",FALSE,"FALSE"
"lake herbert (composite)","18-Jun-15",0.02,"","NH4N",FALSE,"FALSE"
"lake herbert (composite)","18-Jun-15",0.035,"","TP",FALSE,"FALSE"
"lake herbert (composite)","18-Jun-15",0.55,"","TN",FALSE,"FALSE"
"lake herbert (composite)","18-Jun-15",1.9,"","CHLA",TRUE,"Left"
"lake herbert (composite)","18-Jun-15",21,"","ECOLI",FALSE,"FALSE"
"lake herbert (composite)","21-Dec-17",0.01,"","NH4N",FALSE,"FALSE"
"lake herbert (composite)","21-Dec-17",0.07,"","TP",FALSE,"FALSE"
"lake herbert (composite)","21-Dec-17",1.2,"","TN",FALSE,"FALSE"
"lake herbert (composite)","21-Dec-17",15,"","CHLA",FALSE,"FALSE"
"lake herbert (composite)","21-Sep-16",0.05,"","NH4N",FALSE,"FALSE"
"lake herbert (composite)","21-Sep-16",0.05,"","TP",FALSE,"FALSE"
"lake herbert (composite)","21-Sep-16",0.84,"","TN",FALSE,"FALSE"
"lake herbert (composite)","21-Sep-16",1.9,"","CHLA",TRUE,"Left"
"lake herbert (composite)","21-Sep-16",12,"","ECOLI",FALSE,"FALSE"
"lake herbert (composite)","23-Mar-18",0.06,"","NH4N",FALSE,"FALSE"
"lake herbert (composite)","23-Mar-18",0.102,"","TP",FALSE,"FALSE"
"lake herbert (composite)","23-Mar-18",1.28,"","TN",FALSE,"FALSE"
"lake herbert (composite)","23-Mar-18",66,"","CHLA",FALSE,"FALSE"
