"Site","Var","StartDate","EndDate","nMeas","nMeas5","MinVal","MaxVal"
"sq30486","CHLA","2004-12-06","2018-12-21","65","14","0.2","20"
"sq30486","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30497","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq30497","TP","2004-12-06","2018-12-21","65","15","0.001","0.023"
"sq30497","TN","2004-12-06","2018-12-21","65","15","0.06","0.4"
"sq30497","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq30497","pH",NA,NA,"0","0","Inf","-Inf"
"sq30497","CHLA","2004-12-06","2018-12-21","65","14","0.2","7.1"
"sq30497","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30521","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq30521","TP","2004-12-06","2018-12-21","63","15","0.003","0.055"
"sq30521","TN","2004-12-06","2018-12-21","63","15","0.1","1.1"
"sq30521","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq30521","pH",NA,NA,"0","0","Inf","-Inf"
"sq30521","CHLA","2004-12-06","2018-12-21","63","14","0.2","9.2"
"sq30521","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30525","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq30525","TP","2004-12-06","2018-12-21","65","15","0.003","0.07"
"sq30525","TN","2004-12-06","2018-12-21","65","15","0.054","0.27"
"sq30525","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq30525","pH",NA,NA,"0","0","Inf","-Inf"
"sq30525","CHLA","2004-12-06","2018-12-21","65","14","0.3","11"
"sq30525","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq30953","NH4N","2004-01-07","2018-12-14","177","35","0.005","1.2"
"sq30953","TP","2004-01-07","2018-12-14","177","35","0.034","0.5"
"sq30953","TN","2004-01-07","2018-12-14","177","35","0.81","3.5"
"sq30953","ECOLI","2007-07-16","2018-12-14","136","35","1","2400"
"sq30953","pH","2014-07-17","2018-12-14","51","34","7.96","9.28"
"sq30953","CHLA","2004-01-07","2018-12-14","177","35","1","221.3"
"sq30953","Secchi","2004-01-07","2018-12-14","168","32","0.025","0.37"
"sq30954","NH4N","2004-01-07","2018-12-14","178","35","0.005","0.53"
"sq30954","TP","2004-01-07","2018-12-14","178","35","0.026","0.45"
"sq30954","TN","2004-01-07","2018-12-14","178","35","0.73","3.4"
"sq30954","ECOLI","2007-07-16","2018-12-14","135","35","1","5170"
"sq30954","pH","2014-07-17","2018-12-14","51","34","7.84","8.76"
"sq30954","CHLA","2004-01-07","2018-12-14","177","35","1.3","521.3"
"sq30954","Secchi","2004-01-07","2018-12-14","171","34","0.02","0.34"
"sq30955","NH4N","2004-01-07","2018-12-14","178","35","0.005","0.18"
"sq30955","TP","2004-01-07","2018-12-14","178","35","0.02","1.8"
"sq30955","TN","2004-01-07","2018-12-14","178","35","0.73","3.9"
"sq30955","ECOLI","2007-07-16","2018-12-14","135","35","1","2400"
"sq30955","pH","2014-07-17","2018-12-14","51","35","8.09","9.14"
"sq30955","CHLA","2004-01-07","2018-12-14","177","35","1","217.3"
"sq30955","Secchi","2004-01-07","2018-12-14","171","33","0.03","0.41"
"sq30956","NH4N","2004-01-07","2018-12-14","178","35","0.005","0.196"
"sq30956","TP","2004-01-07","2018-12-14","178","35","0.018","0.43"
"sq30956","TN","2004-01-07","2018-12-14","177","35","0.171","3.3"
"sq30956","ECOLI","2007-07-16","2018-12-14","136","35","0","1000"
"sq30956","pH","2014-07-17","2018-12-14","50","34","8.08","8.9"
"sq30956","CHLA","2004-01-07","2018-12-14","177","35","1","210.3"
"sq30956","Secchi","2004-01-07","2018-12-14","172","34","0.03","0.55"
"sq31043","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31043","TP","2004-12-06","2018-12-21","65","15","0.002","0.013"
"sq31043","TN","2004-12-06","2018-12-21","65","15","0.073","0.22"
"sq31043","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31043","pH",NA,NA,"0","0","Inf","-Inf"
"sq31043","CHLA","2004-12-06","2018-12-21","66","15","0.2","13"
"sq31043","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31045","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31045","TP","2004-12-06","2018-12-21","64","15","0.001","0.01"
"sq31045","TN","2004-12-06","2018-12-21","65","15","0.009","0.13"
"sq31045","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31045","pH",NA,NA,"0","0","Inf","-Inf"
"sq31045","CHLA","2004-12-06","2018-12-21","66","15","0.2","4"
"sq31045","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31047","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31047","TP","2004-12-06","2018-12-21","65","15","0.003","0.07"
"sq31047","TN","2004-12-06","2018-12-21","65","15","0.17","2.1"
"sq31047","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31047","pH",NA,NA,"0","0","Inf","-Inf"
"sq31047","CHLA","2004-12-06","2018-12-21","66","15","0.4","69"
"sq31047","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31051","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31051","TP","2004-12-06","2018-12-21","65","15","0.001","0.038"
"sq31051","TN","2004-12-06","2018-12-21","65","15","0.04","0.52"
"sq31051","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31051","pH",NA,NA,"0","0","Inf","-Inf"
"sq31051","CHLA","2004-12-06","2018-12-21","66","15","0.2","32"
"sq31051","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31065","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31065","TP","2004-12-06","2018-12-21","65","15","0.002","0.021"
"sq31065","TN","2004-12-06","2018-12-21","65","15","0.08","0.28"
"sq31065","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31065","pH",NA,NA,"0","0","Inf","-Inf"
"sq31065","CHLA","2004-12-06","2018-12-21","66","15","0.2","18"
"sq31065","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31093","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31093","TP","2004-12-06","2018-12-21","65","15","0.002","0.028"
"sq31093","TN","2004-12-06","2018-12-21","65","15","0.077","0.44"
"sq31093","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31093","pH",NA,NA,"0","0","Inf","-Inf"
"sq31093","CHLA","2004-12-06","2018-12-21","66","15","0.3","14"
"sq31093","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq31096","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq31096","TP","2004-12-06","2018-12-21","65","15","0.002","0.016"
"sq31096","TN","2004-12-06","2018-12-21","65","15","0.11","0.35"
"sq31096","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq31096","pH",NA,NA,"0","0","Inf","-Inf"
"sq31096","CHLA","2004-12-06","2018-12-21","66","15","0.2","5.3"
"sq31096","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32640","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32640","TP",NA,NA,"0","0","Inf","-Inf"
"sq32640","TN",NA,NA,"0","0","Inf","-Inf"
"sq32640","ECOLI","2013-07-08","2018-12-03","66","36","1","3870"
"sq32640","pH","2014-07-07","2018-11-06","51","34","7.16","9.66"
"sq32640","CHLA","2006-12-20","2018-12-03","277","36","2.5","1900"
"sq32640","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32801","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32801","TP","2004-12-06","2018-12-21","65","15","0.007","0.16"
"sq32801","TN","2004-12-06","2018-12-21","65","15","0.23","2"
"sq32801","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq32801","pH",NA,NA,"0","0","Inf","-Inf"
"sq32801","CHLA","2004-12-06","2018-12-21","66","15","0.2","52"
"sq32801","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32802","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32802","TP","2004-12-06","2018-12-21","65","15","0.002","0.066"
"sq32802","TN","2004-12-06","2018-12-21","65","15","0.15","0.69"
"sq32802","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq32802","pH",NA,NA,"0","0","Inf","-Inf"
"sq32802","CHLA","2004-12-06","2018-12-21","66","15","0.2","4.4"
"sq32802","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32804","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32804","TP","2004-12-06","2018-12-21","65","15","0.002","0.027"
"sq32804","TN","2004-12-06","2018-12-21","65","15","0.21","0.73"
"sq32804","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq32804","pH",NA,NA,"0","0","Inf","-Inf"
"sq32804","CHLA","2004-12-06","2018-12-21","66","15","0.2","9.4"
"sq32804","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32908","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32908","TP","2004-12-06","2018-12-21","65","15","0.001","0.017"
"sq32908","TN","2004-12-06","2018-12-21","64","15","0.012","0.15"
"sq32908","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq32908","pH",NA,NA,"0","0","Inf","-Inf"
"sq32908","CHLA","2004-12-06","2018-12-21","66","15","0.2","1.3"
"sq32908","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq32909","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq32909","TP","2006-01-24","2018-12-21","60","15","0.001","0.018"
"sq32909","TN","2006-01-24","2018-12-21","60","15","0.014","0.15"
"sq32909","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq32909","pH",NA,NA,"0","0","Inf","-Inf"
"sq32909","CHLA","2006-01-24","2018-12-21","61","15","0.2","1.8"
"sq32909","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq33147","NH4N","2004-01-05","2018-12-03","248","36","0.005","1.3"
"sq33147","TP","2004-01-05","2018-12-03","249","36","0.02","18"
"sq33147","TN","2004-01-05","2018-12-03","249","36","0.37","200"
"sq33147","ECOLI","2006-04-06","2018-12-03","150","36","1","1986"
"sq33147","pH","2004-01-05","2018-12-20","260","52","7","9.63"
"sq33147","CHLA","2004-01-05","2018-12-03","246","36","0","3314.4"
"sq33147","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq33593","NH4N","2009-02-09","2018-12-14","116","34","0.005","0.21"
"sq33593","TP","2009-02-09","2018-12-14","116","34","0.036","0.51"
"sq33593","TN","2009-02-09","2018-12-14","116","34","0.48","3"
"sq33593","ECOLI","2009-02-09","2018-12-14","116","34","1","24200"
"sq33593","pH","2014-07-17","2018-12-14","45","30","7.1","8.98"
"sq33593","CHLA","2009-02-09","2018-12-14","116","34","0.5","110"
"sq33593","Secchi","2009-03-02","2018-12-14","87","26","0.02","0.65"
"sq34548","NH4N","2004-01-08","2018-12-17","180","36","0.005","0.152"
"sq34548","TP","2004-01-08","2018-12-17","180","36","0.004","0.14"
"sq34548","TN","2004-01-08","2018-12-17","178","35","0.81","3.7"
"sq34548","ECOLI","2008-08-14","2018-12-17","124","35","11","2400"
"sq34548","pH","2004-01-08","2018-12-17","174","35","6.73","9"
"sq34548","CHLA","2004-01-08","2018-12-17","179","36","0.2","48"
"sq34548","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq34907","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq34907","TP","2006-01-24","2018-12-21","57","14","0.001","0.014"
"sq34907","TN","2006-01-24","2018-12-21","59","15","0.015","0.13"
"sq34907","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq34907","pH",NA,NA,"0","0","Inf","-Inf"
"sq34907","CHLA","2006-01-24","2018-12-21","61","16","0.2","1.7"
"sq34907","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq34908","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq34908","TP","2006-01-24","2018-12-21","60","15","0.001","0.048"
"sq34908","TN","2006-01-24","2018-12-21","60","15","0.012","0.2"
"sq34908","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq34908","pH",NA,NA,"0","0","Inf","-Inf"
"sq34908","CHLA","2006-01-24","2018-12-21","61","15","0.2","1.7"
"sq34908","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq34980","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq34980","TP",NA,NA,"0","0","Inf","-Inf"
"sq34980","TN",NA,NA,"0","0","Inf","-Inf"
"sq34980","ECOLI","2013-07-08","2018-12-03","66","36","1","1733"
"sq34980","pH","2014-07-07","2018-11-06","50","33","7.52","9.46"
"sq34980","CHLA","2006-12-20","2018-12-03","278","36","2.2","13530.6"
"sq34980","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35175","NH4N","2007-07-25","2018-10-31","46","12","0.005","3.4"
"sq35175","TP","2007-07-25","2018-10-31","46","12","0.08","0.67"
"sq35175","TN","2007-07-25","2018-10-31","46","12","1.1","7.9"
"sq35175","ECOLI","2007-07-25","2018-10-31","46","12","1","308"
"sq35175","pH","2007-07-25","2018-10-31","37","12","6.9","10.2"
"sq35175","CHLA","2007-07-25","2018-10-31","46","12","0.2","1069.9"
"sq35175","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35362","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35362","TP","2008-02-19","2018-12-21","43","15","0.01","0.07"
"sq35362","TN","2008-02-19","2018-12-21","43","15","0.29","0.69"
"sq35362","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35362","pH",NA,NA,"0","0","Inf","-Inf"
"sq35362","CHLA","2008-01-16","2018-12-21","44","15","0.17","21"
"sq35362","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35363","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35363","TP","2008-02-19","2018-12-21","43","15","0.004","0.192"
"sq35363","TN","2008-02-19","2018-12-21","43","15","0.27","4"
"sq35363","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35363","pH",NA,NA,"0","0","Inf","-Inf"
"sq35363","CHLA","2008-01-16","2018-12-21","44","15","0.2","210"
"sq35363","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35364","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35364","TP","2008-02-19","2018-12-21","43","15","0.004","0.095"
"sq35364","TN","2008-02-19","2018-12-21","43","15","0.29","1.62"
"sq35364","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35364","pH",NA,NA,"0","0","Inf","-Inf"
"sq35364","CHLA","2008-01-16","2018-12-21","44","15","0.2","80"
"sq35364","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35639","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35639","TP","2009-12-17","2018-12-21","45","15","0.004","0.035"
"sq35639","TN","2009-12-17","2018-12-21","45","15","0.056","0.167"
"sq35639","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35639","pH",NA,NA,"0","0","Inf","-Inf"
"sq35639","CHLA","2009-12-17","2018-12-21","45","15","0.2","6"
"sq35639","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35640","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35640","TP","2009-12-17","2018-12-21","44","15","0.004","0.018"
"sq35640","TN","2009-12-17","2018-12-21","44","15","0.028","0.11"
"sq35640","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35640","pH",NA,NA,"0","0","Inf","-Inf"
"sq35640","CHLA","2009-12-17","2018-12-21","44","15","0.2","1.9"
"sq35640","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35641","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35641","TP","2009-12-17","2018-12-21","45","15","0.004","0.019"
"sq35641","TN","2009-12-17","2018-12-21","45","15","0.028","0.131"
"sq35641","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35641","pH",NA,NA,"0","0","Inf","-Inf"
"sq35641","CHLA","2009-12-17","2018-12-21","45","15","0.2","2.4"
"sq35641","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq35888","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq35888","TP","2013-01-21","2018-12-21","31","15","0.015","1"
"sq35888","TN","2013-01-21","2018-12-21","31","15","0.22","3.2"
"sq35888","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq35888","pH",NA,NA,"0","0","Inf","-Inf"
"sq35888","CHLA","2013-01-21","2018-12-21","31","15","0.2","144"
"sq35888","Secchi",NA,NA,"0","0","Inf","-Inf"
"sq36148","NH4N",NA,NA,"0","0","Inf","-Inf"
"sq36148","TP","2015-12-09","2018-12-21","16","15","0.004","0.021"
"sq36148","TN","2015-12-09","2018-12-21","16","15","0.21","0.84"
"sq36148","ECOLI",NA,NA,"0","0","Inf","-Inf"
"sq36148","pH",NA,NA,"0","0","Inf","-Inf"
"sq36148","CHLA","2015-12-09","2018-12-21","16","15","0.8","13.7"
"sq36148","Secchi",NA,NA,"0","0","Inf","-Inf"
