"CouncilSiteID","SiteID","LawaSiteID","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Lat","Long","accessDate","Catchment","Landcover","Altitude","AltitudeCl"
"36745","karapiro stm at hickey rd bridge - cambridge","ew-00008",1.51684576126659e-317,"waikato","wrc","lowland","Forest",-37.8995516346389,175.534949083881,"03-Jul-2020","waikato river","Rural",65,"Lowland"
"36768","kauaeranga river at smiths cableway/recorder","ew-00009",1.50441902214239e-317,"waikato","wrc","lowland","Forest",-37.1573656960264,175.590522392679,"03-Jul-2020","kauaeranga river","Forest",29,"Lowland"
"36800","kawaunui stm at sh5 br","ew-00010",1.53671214088586e-317,"waikato","wrc","upland","Rural",-38.382238370817,176.342556260567,"03-Jul-2020","waikato river","Rural",310,"Upland"
"36867","kirikiriroa stm at tauhara dr","ew-00011",1.51253503850662e-317,"waikato","wrc","lowland","Urban",-37.7449944685449,175.261451019445,"03-Jul-2020","waikato river","Urban",29,"Lowland"
"36890","komakorau stm at henry rd","ew-00012",1.51035472681152e-317,"waikato","wrc","lowland","Rural",-37.6253879999173,175.252744698928,"03-Jul-2020","waikato river","Rural",20,"Lowland"
"36998","kuratau river at sh41 moerangi","ew-00013",1.5567203173455e-317,"waikato","wrc","upland","Forest",-38.8910860718891,175.60002471274,"03-Jul-2020","waikato river","Forest",702,"Upland"
"37003","kuratau river at te rae street t10","ew-00014",1.55693474183579e-317,"waikato","wrc","upland","Forest",-38.8887306216126,175.768600585648,"03-Jul-2020","waikato river","Rural",401,"Upland"
"37523","little waipa stm at arapuni - putaruru rd","ew-00016",1.52226417920453e-317,"waikato","wrc","lowland","Rural",-38.0553211955092,175.696788242224,"03-Jul-2020","waikato river","Rural",120,"Lowland"
"37631","mangaharakeke stm (atiamuri) at sh30 (off jct sh1)","ew-00017",1.53461483221927e-317,"waikato","wrc","upland","Rural",-38.347165834374,176.011757433945,"03-Jul-2020","waikato river","Rural",272,"Upland"
"37700","mangakara stm (reporoa) at sh5","ew-00018",1.53965183147862e-317,"waikato","wrc","upland","Rural",-38.4523097653675,176.317493383317,"03-Jul-2020","waikato river","Rural",300,"Upland"
"37720","mangakino stm (whakamaru) at sandel rd","ew-00019",1.53902930876486e-317,"waikato","wrc","upland","Forest",-38.4582599598539,175.73388315036,"03-Jul-2020","waikato river","Rural",325,"Upland"
"37768","mangakotukutuku stm (rukuhia) at peacockes rd","ew-00020",1.51422276675282e-317,"waikato","wrc","lowland","Rural",-37.8117970730327,175.300494505438,"03-Jul-2020","waikato river","Urban",20,"Lowland"
"37825","mangamingi stm (tokoroa) at paraonui rd br","ew-00021",1.52754376469599e-317,"waikato","wrc","upland","Rural",-38.196940583132,175.83942566983,"03-Jul-2020","waikato river","Rural",298,"Upland"
"37841","manganui river at off manganui rd","ew-00022",1.54660679357513e-317,"waikato","wrc","lowland","Rural",-38.6474976676723,174.669924427576,"03-Jul-2020","awakino river","Rural",141,"Lowland"
"37860","mangaohoi stm at south branch maru rd","ew-00023",1.52156260598743e-317,"waikato","wrc","upland","Rural",-38.0500014301708,175.538434101452,"03-Jul-2020","waikato river","Rural",255,"Upland"
"37891","mangaokewa stm at lawrence street br","ew-00024",1.53325318729933e-317,"waikato","wrc","lowland","Forest",-38.3375830447312,175.169518554247,"03-Jul-2020","waikato river","Rural",108,"Lowland"
"37939","mangaone stm (waikato) at annebrooke rd br","ew-00025",1.51414964503723e-317,"waikato","wrc","lowland","Rural",-37.8092456754195,175.336250342001,"03-Jul-2020","waikato river","Rural",42,"Lowland"
"37986","mangaonua stm at hoeka rd","ew-00026",1.51339421866474e-317,"waikato","wrc","lowland","Rural",-37.779862038773,175.387358176142,"03-Jul-2020","waikato river","Rural",40,"Lowland"
"37993","mangaonua stm at te miro rd (a.k.a waitakaruru stm)","ew-00027",1.51454637975084e-317,"waikato","wrc","lowland","Rural",-37.8169010623013,175.512785406882,"03-Jul-2020","waikato river","Rural",154,"Upland"
"38025","mangaotaki river at sh3 br","ew-00028",1.54122938308579e-317,"waikato","wrc","lowland","Forest",-38.5216039643136,174.906419395854,"03-Jul-2020","mokau river","Rural",90,"Lowland"
"38101","mangapiko stm (pirongia/te awamutu) at bowman rd","ew-00029",1.51919949000337e-317,"waikato","wrc","lowland","Rural",-37.976548643878,175.266696679873,"03-Jul-2020","waikato river","Rural",62,"Lowland"
"38165","mangapu river at otorohanga","ew-00030",1.52743457618826e-317,"waikato","wrc","lowland","Rural",-38.1959117036534,175.205339327183,"03-Jul-2020","waikato river","Rural",37,"Lowland"
"38220","mangatangi river at sh2 maramarua","ew-00031",1.50541357628747e-317,"waikato","wrc","lowland","Rural",-37.2470697626325,175.184824815733,"03-Jul-2020","waikato river","Rural",14,"Lowland"
"38263","mangatawhiri river at lyons rd at buckingham br","ew-00032",1.50475449271591e-317,"waikato","wrc","lowland","Rural",-37.1982778577616,175.132877319712,"03-Jul-2020","waikato river","Forest",19,"Lowland"
"38350","mangatutu stm (waikeria) at walker rd br","ew-00033",1.52347068751167e-317,"waikato","wrc","lowland","Rural",-38.0982243078572,175.396145259323,"03-Jul-2020","waikato river","Rural",64,"Lowland"
"38367","mangauika stm at te awamutu borough w/s intake","ew-00034",1.52104087266542e-317,"waikato","wrc","upland","Forest",-38.029823813752,175.136277002574,"03-Jul-2020","waikato river","Forest",220,"Upland"
"38386","mangawara stm at rutherford rd br","ew-00035",1.50957262089416e-317,"waikato","wrc","lowland","Forest",-37.5596796902786,175.2430095199,"03-Jul-2020","waikato river","Rural",1,"Lowland"
"38424","mangawhero stm (cambridge) at cambridge-ohaupo rd","ew-00036",1.51655031001037e-317,"waikato","wrc","lowland","Forest",-37.8906182956092,175.404633658506,"03-Jul-2020","waikato river","Rural",42,"Lowland"
"38431","mangawhero stm (kaihere) at mangawara rd","ew-00037",1.50759635831079e-317,"waikato","wrc","lowland","Forest",-37.4012841953149,175.423432744403,"03-Jul-2020","piako river","Forest",156.49331665,"Upland"
"38533","marokopa river at speedies rd (off te anga rd)","ew-00040",1.52961044129254e-317,"waikato","wrc","lowland","Rural",-38.2594414936044,174.834722021283,"03-Jul-2020","marokopa river","Rural",139,"Lowland"
"38551","matahuru stm at waiterimu road below confluence","ew-00042",1.50841848354547e-317,"waikato","wrc","lowland","Rural",-37.4822375688604,175.23939080529,"03-Jul-2020","waikato river","Rural",12,"Lowland"
"40716","mokau river at mangaokewa rd (off sh30)","ew-00044",1.53915084891374e-317,"waikato","wrc","upland","Rural",-38.4656316558088,175.28575807885,"03-Jul-2020","mokau river","Rural",239,"Upland"
"40718","mokau river at awakau rd","ew-00043",1.54805045339227e-317,"waikato","wrc","lowland","Forest",-38.6841076122902,174.722842304178,"03-Jul-2020","mokau river","Forest",38,"Lowland"
"40720","mokau river at totoro rd recorder","ew-00045",1.54316266195797e-317,"waikato","wrc","lowland","Forest",-38.5708641167244,174.902704995384,"03-Jul-2020","mokau river","Rural",57,"Lowland"
"40738","mokauiti stm at three way point - aria","ew-00046",1.54265920906485e-317,"waikato","wrc","lowland","Rural",-38.5511839094008,174.981993313287,"03-Jul-2020","mokau river","Rural",120,"Lowland"
"40966","ohaeroa stm at sh22 br","ew-00047",1.50626929798606e-317,"waikato","wrc","lowland","Rural",-37.3125437848767,174.952397431489,"03-Jul-2020","waikato river","Rural",14,"Lowland"
"40998","ohautira stm at waingaro te uku rd","ew-00048",1.51274551047175e-317,"waikato","wrc","lowland","Rural",-37.7631544554243,174.972518351917,"03-Jul-2020","ohautira stream","Rural",16,"Lowland"
"41010","ohinemuri river at queens head","ew-00049",1.50788390451667e-317,"waikato","wrc","lowland","Rural",-37.4144576836479,175.79482241296,"03-Jul-2020","waihou river","Rural",110,"Lowland"
"41011","ohinemuri river at sh25 br","ew-00050",1.50732412813993e-317,"waikato","wrc","lowland","Rural",-37.3734378909694,175.866745259212,"03-Jul-2020","waihou river","Rural",179,"Upland"
"41071","ohote stm at whatawhata/horotiu rd","ew-00051",1.51298710857257e-317,"waikato","wrc","lowland","Rural",-37.7675571255122,175.151399512515,"03-Jul-2020","waikato river","Rural",20,"Lowland"
"41211","oparau river at langdon rd (off okupata rd)","ew-00052",1.52117970511191e-317,"waikato","wrc","lowland","Rural",-38.0426645098004,174.933334073393,"03-Jul-2020","oparau river","Rural",44,"Lowland"
"41249","opuatia stm at ponganui rd","ew-00053",1.50694270946134e-317,"waikato","wrc","lowland","Forest",-37.3652522107812,174.884997320586,"03-Jul-2020","waikato river","Rural",77,"Lowland"
"41303","oraka stm at lake rd","ew-00054",1.5177405141512e-317,"waikato","wrc","lowland","Rural",-37.9221423882887,175.770603877803,"03-Jul-2020","waihou river","Rural",80,"Lowland"
"41355","otamakokore stm at hossack rd","ew-00056",1.53320427480039e-317,"waikato","wrc","upland","Forest",-38.3071920215625,176.263725392085,"03-Jul-2020","waikato river","Rural",400,"Upland"
"41630","piako river at kiwitahi","ew-00057",1.51175490885184e-317,"waikato","wrc","lowland","Rural",-37.7021524500451,175.60415968722,"03-Jul-2020","piako river","Rural",60,"Lowland"
"41634","piako river at paeroa-tahuna rd br","ew-00058",1.50900543353273e-317,"waikato","wrc","lowland","Rural",-37.5141110929666,175.506223418132,"03-Jul-2020","piako river","Rural",6.30812072754,"Lowland"
"41667","piakonui stm at piakonui rd","ew-00059",1.51481515146218e-317,"waikato","wrc","upland","Rural",-37.8250965106721,175.628118270777,"03-Jul-2020","piako river","Rural",133,"Lowland"
"41766","pokaiwhenua stm at puketurua","ew-00060",1.52222712428109e-317,"waikato","wrc","lowland","Rural",-38.0579166582422,175.722546791127,"03-Jul-2020","waikato river","Rural",121,"Lowland"
"41835","pueto stm at broadlands rd br","ew-00061",1.54630788385939e-317,"waikato","wrc","upland","Rural",-38.6148826356609,176.258804057729,"03-Jul-2020","waikato river","Forest",299,"Upland"
"41893","puniu river at bartons corner rd br","ew-00063",1.52104186079672e-317,"waikato","wrc","lowland","Rural",-38.0300773769626,175.293511605056,"03-Jul-2020","waikato river","Urban",35,"Lowland"
"42292","tahunaatara stm at ohakuri rd","ew-00064",1.53432086315999e-317,"waikato","wrc","upland","Forest",-38.3366429117693,176.070413314583,"03-Jul-2020","waikato river","Rural",280,"Upland"
"42340","tairua river at morrisons br hikuai","ew-00065",1.50349857784418e-317,"waikato","wrc","lowland","Forest",-37.0746590501755,175.77165364404,"03-Jul-2020","tairua river","Forest",138,"Lowland"
"42385","tapu river at tapu-coroglen rd","ew-00066",1.50244028923079e-317,"waikato","wrc","lowland","Forest",-36.9815869379655,175.505094549805,"03-Jul-2020","tapu river","Forest",83,"Lowland"
"42477","tawarau river at off speedies rd","ew-00068",1.52999927095582e-317,"waikato","wrc","lowland","Forest",-38.2640785008551,174.844736715687,"03-Jul-2020","marokopa river","Rural",81,"Lowland"
"42678","tokaanu power station tailrace canal at sh41 bridge over canal","ew-00069",1.56058687508985e-317,"waikato","wrc","upland","Forest",-38.9792349360231,175.774386593026,"03-Jul-2020","waikato river","Forest",361,"Upland"
"42685","tokaanu stm at off sh41 turangi","ew-00070",1.56114171081013e-317,"waikato","wrc","upland","Rural",-38.9921251432776,175.788062224646,"03-Jul-2020","waikato river","Rural",504,"Upland"
"42773","torepatutahi stm at vaile rd br","ew-00071",1.5412338296766e-317,"waikato","wrc","upland","Forest",-38.487186909678,176.306519978245,"03-Jul-2020","waikato river","Rural",299,"Upland"
"42974","waerenga stm at taniwha rd","ew-00072",1.50730337738281e-317,"waikato","wrc","lowland","Rural",-37.3845568343283,175.290194327837,"03-Jul-2020","waikato river","Rural",39,"Lowland"
"42993","waiau river at e309 rd ford","ew-00073",1.50060532942214e-317,"waikato","wrc","lowland","Rural",-36.7938607100792,175.524390510656,"03-Jul-2020","waiau river","Forest",23,"Lowland"
"43010","waihaha river at sh32","ew-00074",1.54970804363407e-317,"waikato","wrc","upland","Forest",-38.7004580651909,175.683783583593,"03-Jul-2020","waikato river","Forest",503,"Upland"
"43145","waihou river at whites rd","ew-00076",1.52103296761509e-317,"waikato","wrc","lowland","Rural",-38.0192588201407,175.814088326377,"03-Jul-2020","waihou river","Rural",117,"Lowland"
"43171","waihou river at okauia","ew-00075",1.51384727686198e-317,"waikato","wrc","lowland","Urban",-37.7874458617256,175.839374136597,"03-Jul-2020","waihou river","Rural",40,"Lowland"
"43224","waikato river at huntly-tainui br","ew-00078",1.50958941912612e-317,"waikato","wrc","lowland","Forest",-37.5662443743287,175.154277323428,"03-Jul-2020","waikato river","Urban",6,"Lowland"
"43278","waikato river at whakamaru tailrace","ew-00086",1.537657782532e-317,"waikato","wrc","upland","Forest",-38.4187135947562,175.806337994402,"03-Jul-2020","waikato river","Rural",277,"Upland"
"43313","waikato river at horotiu br","ew-00077",1.51148514900921e-317,"waikato","wrc","lowland","Forest",-37.6977289352494,175.206777865847,"03-Jul-2020","waikato river","Rural",19,"Lowland"
"43334","waikato river at ohaaki br","ew-00082",1.54316463822055e-317,"waikato","wrc","upland","Forest",-38.5327953576151,176.303745860361,"03-Jul-2020","waikato river","Forest",296,"Upland"
"43336","waikato river at ohakuri tailrace br","ew-00083",1.53745570968285e-317,"waikato","wrc","upland","Forest",-38.406997966736,176.086134019175,"03-Jul-2020","waikato river","Rural",290,"Upland"
"43349","waikato river at taupo control gates","ew-00119",1.54915617230767e-317,"waikato","wrc","upland","Forest",-38.6810584711027,176.06993982251,"03-Jul-2020","waikato river","Urban",416,"Upland"
"43361","waikato river at waipapa tailrace","ew-00085",1.53157138784088e-317,"waikato","wrc","lowland","Forest",-38.285510362379,175.685227433566,"03-Jul-2020","waikato river","Rural",221,"Upland"
"43401","waikato river at mercer br","ew-00079",1.50587404546939e-317,"waikato","wrc","lowland","Forest",-37.281271741161,175.046703329257,"03-Jul-2020","waikato river","Rural",12,"Lowland"
"43411","waikato river at tuakau br","ew-00084",1.50603313460735e-317,"waikato","wrc","lowland","Forest",-37.2960074716085,174.945178573855,"03-Jul-2020","waikato river","Rural",14,"Lowland"
"43552","waikato river at narrows boat ramp","ew-00080",1.51512394249083e-317,"waikato","wrc","lowland","Forest",-37.8396283916306,175.347742162208,"03-Jul-2020","waikato river","Rural",45,"Lowland"
"43601","waitangi stream","arc-00028",2009665,"auckland","arc","lowland","Rural",-37.2270234530618,174.739817460997,"03-Jul-2020","waitangi stream","Rural",23.25,"Lowland"
"43768","waingaro river (pukemiro) at ruakiwi rd off sh22","ew-00087",1.51203158561351e-317,"waikato","wrc","lowland","Rural",-37.7325943186377,174.968246198867,"03-Jul-2020","waingaro river","Rural",81,"Lowland"
"43794","waiohotu stm at waiohotu rd (off sh5)","ew-00088",1.52065895992119e-317,"waikato","wrc","upland","Forest",-38.0040407520648,175.918972697526,"03-Jul-2020","waihou river","Rural",300,"Upland"
"43807","puhinui","arc-00079",2007136,"auckland","arc","lowland","Urban",-36.9926573593278,174.870259273813,"03-Jul-2020","puhinui","Urban",20,"Lowland"
"43807","puhinui ltb","arc-00022",2007136,"auckland","arc","lowland","Urban",-36.9926573593278,174.870259273813,"03-Jul-2020","puhinui stream","Urban",20,"Lowland"
"43809","waiomou stm at matamata-tauranga rd","ew-00089",1.51576079310832e-317,"waikato","wrc","lowland","Rural",-37.853300774061,175.865479835301,"03-Jul-2020","waihou river","Rural",77,"Lowland"
"438100","whangamarie stream","arc-00029",2009245,"auckland","arc","lowland","Rural",-37.1706900003216,174.842429999729,"03-Jul-2020","whangamarie stream","Rural",38,"Lowland"
"43829","ngakaroa","arc-00009",2009507,"auckland","arc","lowland","Rural",-37.1954699997178,174.97350999991,"03-Jul-2020","ngakaroa","Rural",165,"Upland"
"43855","waiotapu stm at homestead rd br","ew-00091",1.53974965647649e-317,"waikato","wrc","upland","Rural",-38.4549881648219,176.327549078465,"03-Jul-2020","waikato river","Rural",298,"Upland"
"43856","papakura ltb","arc-00021",2007536,"auckland","arc","lowland","Urban",-37.0281570217399,174.92321720323,"03-Jul-2020","papakura stream","Rural",17,"Lowland"
"43879","waiotapu stm at campbell rd br","ew-00090",1.53650710364284e-317,"waikato","wrc","upland","Rural",-38.3800672617725,176.346656447727,"03-Jul-2020","waikato river","Rural",320,"Upland"
"43910","waipa river at mangaokewa rd","ew-00092",1.53872397619573e-317,"waikato","wrc","upland","Rural",-38.453274332019,175.444756178138,"03-Jul-2020","waikato river","Forest",458,"Upland"
"43913","waipa river at pirongia-ngutunui rd br","ew-00093",1.52015995361889e-317,"waikato","wrc","lowland","Forest",-38.0057504966296,175.203853645951,"03-Jul-2020","waikato river","Rural",21,"Lowland"
"43915","waipa river at sh3 otorohanga","ew-00094",1.5273575019475e-317,"waikato","wrc","lowland","Forest",-38.1922361711938,175.208642332889,"03-Jul-2020","waikato river","Rural",30,"Lowland"
"43992","waipapa stm (mokai) at tirohanga rd br","ew-00095",1.53800560474668e-317,"waikato","wrc","upland","Forest",-38.4235846886735,175.959432237945,"03-Jul-2020","waikato river","Rural",230,"Upland"
"44082","waitahanui river at blake rd","ew-00096",1.55358201236311e-317,"waikato","wrc","upland","Forest",-38.7985033465891,176.086512099759,"03-Jul-2020","waikato river","Forest",413,"Upland"
"44092","waitakaruru river (hauraki plains) at coxhead rd br","ew-00097",1.50575546971439e-317,"waikato","wrc","lowland","Forest",-37.271370475898,175.356968396358,"03-Jul-2020","waitakaruru river","Rural",10.7616081238,"Lowland"
"44178","waitawhiriwhiri stm at edgecumbe street","ew-00098",1.5131674425333e-317,"waikato","wrc","lowland","Forest",-37.773266354885,175.269737008783,"03-Jul-2020","waikato river","Rural",20,"Lowland"
"44241","waitekauri river at u/s ohinemuri conflu","ew-00099",1.50773025010082e-317,"waikato","wrc","lowland","Forest",-37.4167234480118,175.783202547386,"03-Jul-2020","waihou river","Rural",80,"Lowland"
"44285","waitetuna river at te uku-waingaro rd","ew-00100",1.51427661990821e-317,"waikato","wrc","lowland","Rural",-37.8177534336714,174.975981621731,"03-Jul-2020","waitetuna river","Rural",18,"Lowland"
"44331","waitoa river at landsdowne rd br","ew-00101",1.5131847348309e-317,"waikato","wrc","lowland","Rural",-37.7653456084661,175.741164634185,"03-Jul-2020","piako river","Rural",49,"Lowland"
"44334","waitoa river at mellon rd recorder","ew-00102",1.50921886989173e-317,"waikato","wrc","lowland","Rural",-37.5283760038858,175.629647676109,"03-Jul-2020","piako river","Rural",18,"Lowland"
"44379","waitomo stm at tumutumu rd","ew-00105",1.53005460630815e-317,"waikato","wrc","lowland","Rural",-38.2601596511047,175.098779177931,"03-Jul-2020","waikato river","Rural",119,"Lowland"
"44391","waitomo stm at sh31 otorohanga","ew-00104",1.52681304160579e-317,"waikato","wrc","lowland","Rural",-38.1808426494479,175.191528125851,"03-Jul-2020","waikato river","Rural",32,"Lowland"
"44407","waiwawa river at sh25 coroglen","ew-00106",1.50178417005312e-317,"waikato","wrc","lowland","Forest",-36.9244783869921,175.692347776425,"03-Jul-2020","waiwawa river","Forest",80,"Lowland"
"44529","whakapipi stm at sh22 br","ew-00108",1.50551387161357e-317,"waikato","wrc","lowland","Rural",-37.2574938127379,174.924951629489,"03-Jul-2020","waikato river","Rural",19,"Lowland"
"44580","whakauru stm at u/s  sh1 br","ew-00109",1.52847804283227e-317,"waikato","wrc","upland","Forest",-38.2147430278285,175.872778761218,"03-Jul-2020","waikato river","Rural",336,"Upland"
"44603","cascades ltb","arc-00001",2005866,"auckland","arc","upland","Forest",-36.8888897276789,174.522114739379,"03-Jul-2020","cascade stream","Forest",64,"Lowland"
"44607","whangamarino river at jefferies rd br","ew-00111",1.50673223749622e-317,"waikato","wrc","lowland","Forest",-37.3355278371707,175.235770830708,"03-Jul-2020","waikato river","Rural",19,"Lowland"
"44617","whangamarino river at island block rd","ew-00110",1.50624360657248e-317,"waikato","wrc","lowland","Rural",-37.306322927471,175.087130429351,"03-Jul-2020","waikato river","Rural",18,"Lowland"
"44668","whangamata stm (kinloch) at whangamata rd","ew-00112",1.54722536376372e-317,"waikato","wrc","upland","Forest",-38.6427545776433,175.927628796565,"03-Jul-2020","waikato river","Rural",401,"Upland"
"44674","whanganui stm at lakeside lake taupo t8","ew-00113",1.55293330417012e-317,"waikato","wrc","upland","Forest",-38.78349783432,175.730106777694,"03-Jul-2020","waikato river","Rural",355,"Upland"
"44677","whangape stm at rangiriri-glen murray rd","ew-00114",1.50806769693692e-317,"waikato","wrc","lowland","Forest",-37.445276921392,175.087990547737,"03-Jul-2020","waikato river","Rural",19,"Lowland"
"44749","wharekawa river at sh25","ew-00115",1.50425548641361e-317,"waikato","wrc","lowland","Forest",-37.136066881572,175.84257408522,"03-Jul-2020","wharekawa river","Rural",19,"Lowland"
"44791","whareroa stm (taupo) at lakeside lake taupo t9","ew-00116",1.55581321281973e-317,"waikato","wrc","upland","Forest",-38.8592591914886,175.782701152047,"03-Jul-2020","waikato river","Rural",378,"Upland"
